"","logSFR_total","ID","logM_total","M_total","sSFR","logSFR_pred","logSFR_pred_sigma","t_sf_up","t_sf_sigma_up","tau_up","tau_sigma_up","A_up","A_sigma_up","x_up","x_sigma_up","diff","flag"
"21",-0.118000000715256,21,10.1501998901367,14131878345.1352,5.39262361420381e-11,-0.085596759997257,0.102366289790894,10.7594783448485,2.30542779563695,3.47326913606061,1.29003108253967,22506471066.6667,2888416005.9107,3.31366269372727,0.63357816531375,0.0324032407179988,"Keep"
"22",0.0570000000298023,22,10.3072996139526,20290820733.4334,5.61953507262825e-11,0.0911600544621755,0.104503226141494,10.8069223133333,2.31913913036875,3.61528120787879,1.39141276927504,32968284227.2727,4828574869.09301,3.22028070990909,0.652935219330974,0.0341600544323731,"Keep"
"23",-4.25721659325925,23,7.50381385238372,31901701.889531,1.73368245596751e-12,-4.24563069666667,0.0997495772459857,11.5414904915152,1.44554178574898,1.37661033848485,0.202585419385717,41561110.9272727,318785.670686837,8.4162029969697,0.335174762779315,0.0115858965925799,"Keep"
"24",0.481000006198883,24,10.8417997360229,69470389848.8121,4.35712751561243e-11,0.509580017878788,0.102132054747406,10.7238782221212,2.28836623899547,3.02660664848485,1.0119526977059,103803822066.667,7766317868.59116,3.72419613484848,0.596598361829881,0.0285800116799049,"Keep"
"25",-1.6710000038147,25,8.78450012207031,608835716.89126,3.50348186749299e-11,-1.64763749969697,0.102625157409769,10.6785942960606,2.26989251436277,2.68776864454545,0.84119233178172,872171701.090909,42322991.4211644,4.13201794212121,0.568776887907988,0.0233625041177277,"Keep"
"26",-2.812,26,7.70381385238372,50560790.1526415,3.04920166060540e-11,-2.78916046545455,0.101965527536584,10.7010341672727,2.21877001843916,2.53611051636364,0.754992966789266,71127493.1060606,2735304.91052856,4.36281670818182,0.545258203500629,0.0228395345454544,"Keep"
"27",-3.40781931862151,27,6.72381385238372,5294364.67808417,7.38527767908255e-11,-3.36204714636364,0.106178283918213,10.9856818151515,2.26474620174926,4.80686387121212,2.31706461093229,10426041.1472727,3570800.61651778,2.59561900584848,0.710943758661437,0.0457721722578754,"Keep"
"28",-3.11299991607666,28,7.34381385238372,22070585.3922007,3.49290063827097e-11,-3.08848587545455,0.103413752440746,10.7150009257576,2.25632064795025,2.70043534181818,0.841501591584821,31633365.3878788,1568191.61514058,4.1259236269697,0.568471216065774,0.0245140406221145,"Keep"
"29",-3.482261095415,29,6.6556136837741,4524948.94864639,7.2798967668725e-11,-3.43641474333333,0.106348974064877,10.9730754381818,2.28088176924495,4.7349985630303,2.26554194327624,8804105.33575758,2897842.75677907,2.6273387499697,0.712913446884896,0.0458463520816621,"Keep"
"30",-3.47,31,9.46759986877441,2934944335.45252,1.15451646576785e-13,-3.4529008569697,0.0991355204655793,12.8069717606061,0.605806578802794,1.09982926242424,0.0586811772305041,3815570180.90909,29157225.9435387,11.6510499212121,0.270494429370529,0.0170991430303027,"Keep"
"31",-2.966,32,7.52381385238372,33405182.7799373,3.23732385606773e-11,-2.94266738969697,0.101800135829135,10.6992945033333,2.22552147129185,2.60036455212121,0.783281475894022,47340047.9848485,1992922.05160671,4.26137844484848,0.550305568788001,0.0233326103030302,"Keep"
"32",-2.54900002479553,33,8.21381385238372,163611509.827448,1.72657768185854e-11,-2.53137002909091,0.100675761467757,10.76878353,2.08866964915127,2.07958785484848,0.531707108186525,220327941,3605796.22561831,5.27972698393939,0.474482611980607,0.0176299957046231,"Keep"
"33",-1.06700003147125,34,9.47999954223633,3019948537.25437,2.83792181407207e-11,-1.04467336184848,0.101245117768195,10.7038679551515,2.21342506495796,2.46236014727273,0.718710412955091,4214432120.60606,141224766.833086,4.48365992757576,0.534019017574526,0.0223266696227675,"Keep"
"34",-1.41400003433228,35,9.06149959564209,1152124987.11803,3.34580302920787e-11,-1.39077398112121,0.101164237525482,10.6522633342424,2.25898216445548,2.62299289575758,0.810578337979485,1639025499.69697,74050350.0606184,4.21495669515151,0.55856970040594,0.0232260532110633,"Keep"
"35",-5.01,36,6.38381385238372,2419991.56586643,4.03818440832429e-12,-4.99879201393939,0.0996054784307307,11.1925000490909,1.70141228577668,1.53654034454545,0.281564228665,3164025.47666667,24957.1067220481,7.33344941393939,0.371191605400711,0.0112079860606054,"Keep"
"36",-2.41676305675287,37,7.83381385238372,68204629.230419,5.61594816817648e-11,-2.38201543272727,0.102848401915399,10.820333060303,2.27695809621949,3.61069228363636,1.34424039020116,110629184.569697,14955272.1123513,3.2154633470303,0.638251045132067,0.0347476240255986,"Keep"
"37",-2.966,39,6.85381385238372,7141901.43763987,1.51421013121026e-10,-2.94203352909091,0.0840025653955292,10.74465628,2.05317009295724,11.2722623,4.90304411611202,39038779.6727273,20259078.331809,1.16119494760606,0.540603069053409,0.0239664709090905,"Keep"
"38",-2.15499997138977,40,7.96290016174316,91812150.8865076,7.62254271737091e-11,-2.10654369606061,0.106373597180291,11.0264277436364,2.23520877982381,5.04093733272727,2.50688347170963,188032031.272727,71370675.0909,2.50893999081818,0.716132226401479,0.0484562753291646,"Keep"
"39",-2.831261095415,41,6.97381385238372,9414859.69627443,1.56648071343286e-10,-2.81164257272727,0.0854066807357934,10.6399791824242,2.05192117898381,11.4627091090909,4.91743165969845,53610968.5060606,27987794.2899738,1.12720503912121,0.526941580748188,0.0196185226877232,"Keep"
"40",-2.68799996376038,42,7.81381385238372,65134915.2473911,3.14909805623273e-11,-2.66528554333333,0.101895815155363,10.7181081657576,2.22067627641069,2.57481298484848,0.768742223887967,92001024.4272727,3708879.87876293,4.30711819636364,0.547331417248889,0.0227144204270426,"Keep"
"41",-2.028,43,8.67381385238372,471860748.616468,1.98694638126795e-11,-2.00948451393939,0.100397728298797,10.7012430860606,2.14099489441468,2.15848194151515,0.578029380239902,639950274.454545,12490398.4591862,5.06932039090909,0.490557761795928,0.0185154860606063,"Keep"
"42",-2.02064425157622,44,6.58381385238372,3835428.15855502,2.48623339759993e-09,-2.10826864787879,0.0649474883965634,1.22968656363636,0.186856909723426,11.528575280303,5.122648019333,1158208305.5303,900293977.759758,0.148260396893939,0.121117174659254,-0.0876243963025636,"Keep"
"43",-1.46099996566772,45,8.28559970855713,193018843.233871,1.79225716711247e-10,-1.45604438033333,0.0884680771697832,10.0514099457576,2.06865246395009,11.8462057824242,4.95321074209688,1259012481.27273,669213702.287161,1.02586218527273,0.488103531286278,0.00495558533439122,"Keep"
"44",-2.679,46,6.70381385238372,5056079.01526415,4.1417716169562e-10,-2.69516506606061,0.0999895983463058,5.43707966242424,1.25865752002565,11.8014800815152,5.08755131003279,95077372.180303,67673017.2180112,0.584206751818182,0.349230191778019,-0.0161650660606059,"Keep"
"45",-2.23270013475635,47,7.73381385238372,54176862.7366229,1.08015483222843e-10,-2.17513296606061,0.0954756428799903,11.2626396215152,2.11925078183149,8.46933859909091,4.41244301871098,190051979.590909,105493357.487461,1.6568901680303,0.69723384947243,0.0575671686957451,"Keep"
"46",-2.441,48,6.46381385238372,2909469.79171532,1.24504815086303e-09,-2.46081556,0.0990596419993537,2.04680835090909,0.461672738316741,11.088510640303,5.2933535549283,319721329.402121,286546607.623655,0.26214889150303,0.208192056892453,-0.0198155600000001,"Keep"
"47",-1.10399997234344,49,9.01220035552979,1028490668.11342,7.65243540088807e-11,-1.05599867557576,0.106470307731881,11.0311200251515,2.25347991276815,5.06080577030303,2.52413590112025,2112708388.48485,808693054.98096,2.50297457045455,0.718745213445308,0.0480012967676873,"Keep"
"48",-1.61300003528595,50,8.91479969024658,821863494.208035,2.96619893386119e-11,-1.59067171,0.101087396936666,10.7030460260606,2.22017931799677,2.50588231363636,0.739834220027432,1152453168.48485,41726017.4611812,4.41112500575758,0.538285161538519,0.0223283252859496,"Keep"
"49",-1.30710768897061,51,9.07260036468506,1181953428.32777,4.17149710329777e-11,-1.27932500184848,0.102387752967777,10.6837674069697,2.2864883190019,2.94192508636364,0.975242965295479,1748454407.57576,119339550.906523,3.81092215484848,0.596608161103522,0.0277826871221232,"Keep"
"50",-2.42651634028332,52,7.80381385238372,63652263.5635527,5.88396129607725e-11,-2.39038784060606,0.104529730241228,10.8668870727273,2.26828261068759,3.77813601969697,1.48839872590049,105882290.957576,18557931.5054015,3.11135020018182,0.652754933423668,0.0361284996772593,"Keep"
"51",-2.20600008964539,53,9.41440010070801,2596570392.3892,2.39662347895663e-12,-2.19408536060606,0.100030457907552,11.3855176857576,1.54075624611565,1.42837875454545,0.228127664722484,3385947595.15152,26071543.0719938,8.00783173333333,0.345288414538483,0.0119147290393253,"Keep"
"52",-3.13159060467645,54,7.07381385238372,11852606.1201166,6.23154223630594e-11,-3.09237042484848,0.105336048460061,10.8645892527273,2.28661360482878,3.97740622939394,1.64591024457055,20369615.1151515,4123655.72633478,2.98755230309091,0.674608457817774,0.0392201798279634,"Keep"
"53",-2.03121659325925,55,8.73639965057373,545003950.840279,1.70759060293653e-11,-2.01361560818182,0.0991097727926047,10.7504901484848,2.10264659274437,2.06791897333333,0.531014157150279,733443554.030303,11715474.037013,5.30012036515151,0.471390729159947,0.0176009850774288,"Keep"
"54",-0.305677751964585,56,10.7735004425049,59360895302.228,8.33339188785883e-12,-0.291372945765273,0.100644504460161,10.9434733545455,1.89319623901882,1.74403758393939,0.376944309534082,78246339421.2121,718104657.869264,6.34509848030303,0.416679537837738,0.0143048061993125,"Keep"
"55",-2.595,57,6.88381385238372,7652685.26653532,3.32036744887551e-10,-2.61004451272727,0.0992291871418927,6.51389354666667,1.52555135886858,11.9091827687879,5.11970732368881,105147074.39697,69990179.7620022,0.686567672090909,0.392459700669196,-0.0150445127272731,"Keep"
"56",-5.906,58,6.45381385238372,2843242.17371076,4.36702972076386e-13,-5.89413261545455,0.10020479339874,12.1559886415152,1.01930775817117,1.2050948269697,0.115512043009572,3698032.85818182,28644.6979175189,10.1021508630303,0.295095166811416,0.0118673845454547,"Keep"
"57",-6.42271237130648,59,4.78381385238372,60787.4397866753,6.21546716212721e-12,-6.40838298666667,0.0998544058337238,11.0715399333333,1.81108624481863,1.65656358424242,0.332604042888328,79794.4931151515,659.67691652234,6.74334988545455,0.394541430982477,0.0143293846398151,"Keep"
"58",-2.91,60,7.28381385238372,19222676.2856234,6.40009097865577e-11,-2.87176155454545,0.104469095235271,10.8828631706061,2.27512686852995,4.07180670121212,1.74152152247665,33557775.8121212,7950125.05670489,2.93641220563636,0.67696981227249,0.038238445454545,"Keep"
"59",-6.87981931862151,61,4.09381385238372,12411.2022371769,1.06259270246886e-11,-6.86493785030303,0.101231436438194,10.8768914381818,1.97695258545095,1.83688832212121,0.422616338552099,16440.5381272727,171.436368256884,6.00123664575758,0.435229418977163,0.0148814683184808,"Keep"
"60",-1.43299996852875,62,8.60620021820068,403831524.244113,9.13691980829996e-11,-1.3770891130303,0.103825310953125,11.1753347618182,2.19163543689415,6.58174471212121,3.562266152687,1064496517.72727,544673666.767476,2.05741092727273,0.738293691956985,0.0559108554984444,"Keep"
"61",-2.48499989509583,63,7.13381385238372,13608612.640988,2.40539416165266e-10,-2.49671025606061,0.0981184843845369,8.40169555363636,1.92430098079448,12.1161668515152,5.00585248525799,124049713.760606,73042575.0028167,0.842940767272727,0.428982045408895,-0.0117103609647811,"Keep"
"62",-2.41357887136899,64,7.55381385238372,35794298.2436936,1.07797149344669e-10,-2.35689138454545,0.095229867274522,11.2574842739394,2.12355237963934,8.43109768181818,4.41935059266975,124863379.351515,69209341.2980305,1.66688650921212,0.701847391530108,0.0566874868235345,"Keep"
"63",-0.753677751964585,65,9.57190036773682,3731645396.39894,4.72521833320834e-11,-0.725010078151515,0.102904488371275,10.7694897781818,2.28635032982796,3.18739164030303,1.09472219897063,5693389976.9697,506720912.121544,3.57018266272727,0.610576774070078,0.0286676738130699,"Keep"
"64",-3.47,66,6.42381385238372,2653467.98682295,1.27698603420842e-10,-3.42556207818182,0.0867938342533516,11.1551632221212,2.05247806776343,10.1246250318182,4.77813600406288,11858289.2824242,6342336.71036435,1.36150516415152,0.615194209472933,0.0444379218181816,"Keep"
"65",-1.79900002479553,67,8.67940044403076,477969785.664565,3.32352944798147e-11,-1.77519448939394,0.101461911659188,10.6961190357576,2.24268909816016,2.63101645090909,0.803217236786956,679732124.090909,29765693.6838914,4.21620745575758,0.555391720244487,0.0238055354015929,"Keep"
"66",-1.28856741664952,69,9.49129962921143,3099557013.5205,1.66009504819378e-11,-1.27009638812121,0.101618254962084,10.7619609469697,2.11677986034861,2.0561488230303,0.532592768909331,4167070015.45455,66856431.3502301,5.33881829515152,0.481879239078226,0.0184710285283032,"Keep"
"67",-1.06071237130648,71,8.89879989624023,792136264.899046,1.09771028273636e-10,-1.00466069421212,0.0940416538177986,11.2496852215152,2.10311696599264,8.58382661848485,4.44287559353376,2828220126.66667,1566231387.72851,1.63027742972727,0.686649833027236,0.056051677094362,"Keep"
"68",0.34400001168251,72,10.250599861145,17807373223.5624,1.23993851574503e-10,0.391874718743636,0.0886968620839332,11.1787143112121,2.0554300123673,9.88670246757576,4.78377234516218,76949753466.6667,41792875004.89,1.40599233136364,0.633913220626616,0.047874707061126,"Keep"
"69",-1.93,73,8.07381385238372,118526061.201166,9.9125672702939e-11,-1.87116913727273,0.100053393705914,11.2027888639394,2.17413798785949,7.45453296363636,4.03615412049635,358425466.121212,195170846.984792,1.85743575845455,0.727952935197637,0.0588308627272724,"Keep"
"70",-1.39400005340576,74,8.02810001373291,106684177.607506,3.78355396632318e-10,-1.40968647545455,0.098975667895363,5.84862495454545,1.36655687500982,11.7940192184848,5.12766989403798,1746245691.0303,1207788465.20264,0.629302152121212,0.371859184617713,-0.0156864220487838,"Keep"
"71",-0.572,75,10.4851999282837,30563277756.6565,8.76597185076306e-12,-0.557320837666667,0.100111164930569,10.9387837818182,1.91247757243401,1.7641874269697,0.385720308243108,40325680887.8788,377421617.754321,6.27216133151515,0.418237785772934,0.0146791623333333,"Keep"
"72",-2.45099997520447,76,8.06381385238372,115828078.659066,3.05623097087253e-11,-2.42841034,0.10145954594225,10.7170328354545,2.22172024577666,2.54193685666667,0.753697514981392,162994510.454545,6201503.94270455,4.35790341969697,0.542320213388677,0.0225896352044677,"Keep"
"73",-3.75118926331852,77,6.80381385238372,6365226.35635527,2.78610118059589e-11,-3.72965245181818,0.10178458650461,10.7541997027273,2.17873927910336,2.45723036363636,0.701771416215255,8869419.1669697,288906.5752047,4.50810210848485,0.527751301113074,0.0215368115003387,"Keep"
"74",-0.354000002145767,78,10.1787996292114,15093836079.8457,2.93224577128444e-11,-0.331585167287667,0.101831196043773,10.7020583939394,2.2168217647012,2.49436759333333,0.733966380115709,21140059603.0303,752716191.465679,4.42979883484848,0.538896991919612,0.0224148348581005,"Keep"
"75",-2.30549443529269,80,7.70381385238372,50560790.1526415,9.78794932734811e-11,-2.24756061424242,0.100692848439138,11.2259201906061,2.16748294980978,7.34541637030303,3.97514723418042,149983961.815152,81055396.9941455,1.88463368721212,0.730862187316004,0.0579338210502645,"Keep"
"76",-3.01300001144409,81,7.48381385238372,30465888.7859682,3.18556254337336e-11,-2.98994308636364,0.101094521764308,10.7092543175758,2.25119907211926,2.58680686666667,0.783851528055495,43091225.7787879,1749713.13566051,4.28881392909091,0.552852470036194,0.0230569250804553,"Keep"
"77",-0.293000012636185,82,10.0845003128052,12147874954.344,4.19275682497561e-11,-0.265852039916373,0.101625732944809,10.720037289697,2.2633704052048,2.95914405393939,0.970751273048401,17990183475.7576,1231003477.6361,3.79790280666667,0.588914426493635,0.027147972719812,"Keep"
"78",-2.25968475232612,83,7.65381385238372,45062351.6563252,1.22039774160056e-10,-2.2110241069697,0.0889189405785653,11.1891531287879,2.08003227655232,9.71320155181818,4.7556083005334,189739768.372727,103228879.857934,1.43750639772727,0.650084205484843,0.0486606453564233,"Keep"
"79",-3.67881819356387,84,6.26381385238372,1835751.33362604,1.14121626844629e-10,-3.62443697818182,0.0917539741117731,11.2274057281818,2.09630130277049,9.0166406130303,4.58552102781886,6984406.10121212,3841775.20867825,1.55486295557576,0.677395397979406,0.0543812153820475,"Keep"
"80",-0.462000012397766,86,11.213399887085,163455631221.861,2.11154382937471e-12,-0.449703163172727,0.0995037724166799,11.4468748987879,1.5075613592736,1.40772242787879,0.218448783344942,213065270212.121,1639548263.74595,8.16673549181818,0.341066233021829,0.0122968492250388,"Keep"
"81",-4.324,87,7.51381385238372,32644787.9853867,1.45273415613095e-12,-4.31234155121212,0.0980869887540857,11.6026626387879,1.38446101215297,1.34758873272727,0.187985514750275,42512440.3969697,327919.881459678,8.63875638636364,0.323639520463019,0.0116584487878786,"Keep"
"82",-1.29799997806549,88,8.61690044403076,413904782.029571,1.2164648877668e-10,-1.24972093521212,0.0887969420508283,11.1720950554545,2.07245425505655,9.57802802878788,4.7103089713809,1714241448.75758,936980540.492572,1.45084920857576,0.644451082728421,0.0482790428533695,"Keep"
"83",-6.116,89,5.30381385238372,201286.131086172,3.80352388304139e-12,-6.10417158363636,0.100471938156759,11.2179851418182,1.67148579072751,1.52373030666667,0.273131622419438,263090.446393939,2049.44362459034,7.40953711151515,0.369474841596033,0.0118284163636364,"Keep"
"84",-1.99699997901917,90,9.13739967346191,1372143944.88271,7.3383825454472e-12,-1.98302006363636,0.100198589573969,10.9943560478788,1.8620742907079,1.70328425,0.357398111433416,1805015760.90909,15814363.269815,6.52059596454545,0.407053816850017,0.0139799153828013,"Keep"
"85",-2.88951836640294,91,6.68381385238372,4828517.97391582,2.67096244214409e-10,-2.90226512424242,0.0989615767305919,7.75157144333333,1.78345810455091,12.0582252148485,5.01529538787628,50170696.9390909,31019958.099241,0.786342495181818,0.411036107964955,-0.0127467578394818,"Keep"
"86",-2.55487095469073,92,7.10381385238372,12700296.2750824,2.19439695988365e-10,-2.56393196606061,0.0964949737361766,8.96362960060606,2.01521210419431,12.1277045369697,4.99669126035832,103968378.645455,59438848.9156378,0.895093228939394,0.446513029640346,-0.00906101136987569,"Keep"
"87",-0.606000006198883,93,9.62609958648682,4227655459.80134,5.86003766349571e-11,-0.570122548636364,0.104453786236237,10.8401023566667,2.28399887057851,3.75222816787879,1.47261603832379,7010696533.0303,1183346467.63519,3.12567557175758,0.65750664219417,0.0358774575625194,"Keep"
"88",-3.288,94,5.92381385238372,839100.253670218,6.14025132668177e-10,-3.30462998909091,0.0996792200902952,3.86493020969697,0.886121441606617,11.5407543481818,5.17689649093224,28720888.0675758,22754915.1553681,0.442598212218182,0.298237445426836,-0.0166299890909092,"Keep"
"89",-2.79476305675287,95,6.99381385238372,9858568.36386279,1.62713314139291e-10,-2.7794823930303,0.0858712993736237,10.4806382378788,2.06571362808535,11.5478897975758,4.91330953339457,58018381.2606061,30318181.2148286,1.09831730418182,0.510660129217775,0.0152806637225682,"Keep"
"90",-0.959999978542328,96,9.40880012512207,2563304058.36449,4.27759729377447e-11,-0.932863881484848,0.102702253379836,10.7202518781818,2.28303410143415,2.99099852636364,0.991862609024236,3812213280,274045538.638094,3.76309848575758,0.594980739401601,0.0271360970574794,"Keep"
"91",-2.76749443529269,97,7.70381385238372,50560790.1526415,3.37824943127081e-11,-2.74436353666667,0.101411621486068,10.7234698057576,2.22557937310948,2.65748589969697,0.808937148949624,72084137.1060606,3278875.15162299,4.18624198787879,0.556610492958158,0.0231308986260221,"Keep"
"92",-1.615,98,9.36381385238372,2311074003.63685,1.04999238071293e-11,-1.6002866969697,0.100246040756829,10.88452593,1.97690395667502,1.83283210121212,0.420888287193767,3060345461.51515,31678490.4217005,6.01825364060606,0.433407787996999,0.0147133030303028,"Keep"
"93",-6.69376305675287,99,3.63381385238372,4303.42117404814,4.70352103775462e-11,-6.6641878869697,0.102939763889572,10.7575592260606,2.28670933802011,3.17911105484848,1.09578963740062,6560.83949818182,590.979650179727,3.57646043848485,0.612222910279913,0.0295751697831745,"Keep"
"94",-2.53504859020706,100,7.38801362426482,24435072.0682724,1.1938170730052e-10,-2.48367571181818,0.089289605554493,11.2050863263636,2.08948129510489,9.51797273242424,4.73423410630798,99975781.830303,54900118.6897839,1.47130384575758,0.657942450968517,0.0513728783888792,"Keep"
"95",-2.903,101,7.00381385238372,10088203.9206615,1.23932767423256e-10,-2.85522163515152,0.0883623673570565,11.2105934693939,2.04656583676279,9.90610695333333,4.75065927228882,43564091.5878788,23612454.0566686,1.40101488733333,0.624641977544234,0.0477783648484849,"Keep"
"96",0.389999985694885,102,10.3938999176025,24768512058.6754,9.91060274034594e-11,0.447998288242424,0.0996461738596709,11.2483181575758,2.12660426260283,7.47891498333333,4.01763341772399,74981559000,40945090879.3563,1.851255446,0.71843847924156,0.057998302547539,"Keep"
"97",-2.51404278224321,103,7.15381385238372,14249966.7957449,2.14853961357457e-10,-2.52079909090909,0.0938200675228592,9.06330909484848,1.99818285947911,12.0964503281818,4.97709454431895,113513611.242424,63032251.0582338,0.904891536545455,0.444780371162684,-0.00675630866588062,"Keep"
"98",-2.175,104,7.55381385238372,35794298.2436936,1.86717983131955e-10,-2.17236946606061,0.0899179797561451,9.8543137869697,2.04228568415695,12.0067882748485,4.93237554998264,246385890.915152,131360097.03104,0.98742021430303,0.469454098210703,0.00263053393939394,"Keep"
"99",-2.79717108521568,105,6.99381385238372,9858568.36386279,1.61813615761098e-10,-2.78207622333333,0.0856396750232239,10.5235689630303,2.06654498960631,11.5887289109091,4.93508151064593,57944738.7666667,30284871.5405497,1.10229202142424,0.519562724819378,0.0150948618823441,"Keep"
"100",-2.852261095415,106,6.89381385238372,7830939.20537578,1.79442392976217e-10,-2.84702088272727,0.0885123168073941,10.0434238669697,2.06574502431619,11.86737952,4.95881554246759,51237995.7939394,27019436.1240483,1.02306199730303,0.487893282491562,0.00524021268772268,"Keep"
"101",-1.16400003433228,107,8.26790046691895,185310687.343098,3.69912918726381e-10,-1.17918239033333,0.0996502322544684,5.96363301878788,1.38091550513282,11.8854517342424,5.11814430983227,2981762144.84848,2050034130.07406,0.633379146575758,0.370161760575419,-0.015182356001058,"Keep"
