col1_1,logSFR_total_1,ID_1,logM_total_1,M_total_1,sSFR_1,logSFR_pred_1,logSFR_pred_sigma_1,t_sf_up,t_sf_sigma_up,tau_up,tau_sigma_up,A_up,A_sigma_up,x_up,x_sigma_up,diff_1,flag_1,col1_2,logSFR_total_2,ID_2,logM_total_2,M_total_2,sSFR_2,logSFR_pred_2,logSFR_pred_sigma_2,t_sf_np,t_sf_sigma_np,tau_np,tau_sigma_np,A_np,A_sigma_np,x_np,x_sigma_np,diff_2,flag_2,logM_total_3,sSFR_3,ID_3,x_n,tau_n,A_n,Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
364,-0.00700000021606684,424,9.79909992218018,6.29651035876482E9,1.56278803528342E-10,0.0135011523491997,0.0853214978512654,10.6563750818182,2.05141951097047,11.4875386833333,4.90511881160733,3.58881035421212E10,1.87071961745931E10,1.12449402578788,0.522807577167364,0.0205011525652665,Keep,364,-0.00700000021606684,424,9.79909992218018,6.29651035876482E9,1.56278803528342E-10,-0.0119100050717748,0.100167837107971,7.93630432,1.35631814507656,4.19895478545455,0.973255283493816,1.47314777069697E10,2.62682148106366E9,1.94812594515152,0.349110609358362,-0.00491000485570801,Keep,9.799099922180176,1.5627880352834165E-10,424,0.5763078060074509,23.59850041632816,7.169967779345653E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13368,NGC1385,NGC 1385,NGC 1385,NGC 1385,03372832-2430046,-,-,54.367951,-24.501241,0,1.702,1.069,177.6,H,1,5.9,0.5,52.29,1497.1,2.1,1258.5,12.15,8,1,9.9481,2.0061,8.5051,11.7225,6.5742,16.3361,N,11.289,11.459,11.031,11.031,0.083,0.083,0.054,0.054,0.087,0.356,1.17,2.0,17.23,36.03,4,4,4,4,,,,,,,,,0,0,9.462,8.802,8.568,0.016,0.019,0.029,2,,,,,,,,,,,43.4027,43.0795,43.0083,,,9.8843,,-0.007,-0.024,-0.056,,,-0.007,RT,9.7991,,,,,-1,-1,?,?,,9.9481,1497.1,5.9,9.884300231933594,8.567999839782715,11.458999633789062,-0.007000000216066837,0.9840111052715761,9.799099922180176,6.296510358764825E9,1.5627880352834165E-10,-9.806099922396243,,,424,,0.4279995,0.17000008,-18.529701077321615,
365,-6.123,425,4.96381385238372,92005.513252761,8.18815674299944E-12,-6.10984458878788,0.10057612694986,10.9701496509091,1.89104772755632,1.74080857969697,0.373889712954185,121239.830484848,1094.17405646282,6.37063432727273,0.413200733476358,0.0131554112121206,Keep,365,-6.123,425,4.96381385238372,92005.513252761,8.18815674299944E-12,-6.08793208121212,0.101480567108484,12.1684009827273,1.43026512770808,1.99803455818182,0.307143972665337,121578.011939394,1123.19335644311,6.13638945454545,0.389964453317099,0.0350679187878784,Keep,4.9638138523837165,8.188156742999435E-12,425,9.195324251347488E-9,1.4790125533645046E9,1.2117270861780866E20,Crater,174.0658333333333,-10.877777777777778,1.08,0.92,0.09,11.8,*,5,-3,dE,N,148,0.17,CMD,0.05,28,5,0.0,24.8,5.05,5.27,<,4.11,-80,1.9,Milky Way,1.9,1.73,,16.0,0.2,>,23.0,,>,16.7,,,,,148,1,4,2016MNRAS.460.3384V,21.15,0.12,-5.24,,,,,,,<,-7.89,<,-2.8,>,2.13,112201.84543019629,186208.71366628655,12882.495516931349,,1.288249551693135E-8,1.288249551693135E-8,-7.89,12.882495516931348,1.1100000000000003,67321.10725811777,4.828151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,148.0,-3.0,5.05,11.8,16.0,-6.122999999999999,7.533555637337186E-7,4.9638138523837165,92005.51325276097,8.188156742999435E-12,-11.086813852383715,0.18622491665742144,-0.7299622114166304,425,,,,-5.152244606891369,
366,-0.633000016212463,429,10.2475996017456,1.76847775656108E10,1.31643791510454E-11,-0.616638435424242,0.100876256064221,10.8463517463636,2.02653296246282,1.93863876757576,0.466423600073805,2.35657061515152E10,2.91038595171235E8,5.68371478969697,0.452552525179778,0.0163615807882209,Keep,366,-0.633000016212463,429,10.2475996017456,1.76847775656108E10,1.31643791510454E-11,-0.592367928484849,0.101322915954598,12.2124462457576,1.3911036917827,2.28220506363636,0.362187626369243,2.37125599242424E10,3.14409414798021E8,5.40303300636364,0.406755629116894,0.0406320877276148,Keep,10.247599601745605,1.316437915104541E-11,429,1.4313235372534112E-8,9.501695211480452E8,1.5454795837516075E25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13586,NGC1433,NGC 1433,NGC 1433,F03404-4722,NGC1433,-,-,55.506354,-47.222014,0,3.097,1.482,87.9,H,1,1.5,0.7,67.44,1075.5,2.5,778.6,10.64,1,1,8.3176,1.3789,7.0469,9.8175,5.9703,11.5878,N,11.018,10.808,9.947,9.947,0.135,0.135,0.103,0.103,0.04,0.332,0.2366,0.2303,3.492,14.23,3,3,3,2,,,,,,,,,0,0,7.928,7.275,7.058,0.023,0.026,0.037,1,,,,,,,,,,,42.7767,42.3845,42.1597,,,10.3328,,-0.633,-0.719,-0.905,,,-0.633,FT,10.2476,,,,,-1,-1,?,?,,8.3176,1075.5,1.5,10.332799911499023,7.058000087738037,10.807999610900879,-0.6330000162124634,0.2328091170756021,10.247599601745605,1.7684777565610775E10,1.316437915104541E-11,-10.880599617958069,,,429,,0.86100006,-0.21000004,-18.791990543919212,
367,-1.78799998760223,432,8.79419994354248,6.22586850103542E8,2.61697798287922E-11,-1.76709774181818,0.100069871447554,10.6818069669697,2.21120572473826,2.37600828242424,0.680607165830108,8.6163852230303E8,2.51468724722691E7,4.62573493363636,0.521294791379793,0.020902245784052,Keep,367,-1.78799998760223,432,8.79419994354248,6.22586850103542E8,2.61697798287922E-11,-1.73961149121212,0.100673534373818,12.2024439115152,1.38122610583484,2.89785687363636,0.514507100244854,8.78192076151515E8,2.77555456029248E7,4.27677476818182,0.437320860636381,0.0483884963901127,Keep,8.79419994354248,2.6169779828792177E-11,432,-1.2151152580826248E-8,-1.1192353901851206E9,1.5007348468282797E24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13794,NGC1437B,NGC 1437B,NGC 1437B,F03440-3630,03455486-3621249,-,-,56.478678,-36.35696,0,1.435,0.43,1.6,H,1,8.3,1.8,90.0,1503.0,3.3,1227.2,11.55,4,1,8.6433,1.6753,7.4897,10.1097,5.3781,13.1385,N,,13.877,,,,0.216,,,0.059,0.956,0.0611,0.0764,0.3339,1.23,1,1,3,2,,,,,,,,,0,0,11.548,10.774,10.775,0.036,0.035,0.064,2,,,,,,,,,,,,,41.1736,,,8.8794,,,,-1.891,,,-1.788,F3,8.7942,,,,,-1,-1,?,?,,8.6433,1503.0,8.3,8.879400253295898,10.774999618530273,13.876999855041504,-1.7879999876022339,0.016292960791510925,8.79419994354248,6.225868501035417E8,2.6169779828792177E-11,-10.582199931144714,,,432,,,,-15.80639808082747,
368,-0.65200001001358,433,9.30659961700439,2.02581422797557E9,1.10001947222767E-10,-0.595380796545455,0.0942153810390691,11.2621689190909,2.09073890924931,8.65772609424242,4.4590862023984,7.30130385333333E9,4.03030474825934E9,1.61912090954545,0.687076878769773,0.0566192134681258,Keep,368,-0.65200001001358,433,9.30659961700439,2.02581422797557E9,1.10001947222767E-10,-0.65505217230303,0.0977369489235951,9.46305491242424,1.56491427044046,4.20196761424242,0.965531714855377,4.03271665151515E9,5.38145107629888E8,2.31381719151515,0.367971368812673,-0.00305216228944993,Keep,9.306599617004395,1.1000194722276744E-10,433,1.4681301840671415,9.263483679849223,6.103944845284729E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13821,PGC013821,MCG -03-10-045,MCG -03-10-045,F03443-1642,03463811-1633007,-,-,56.658863,-16.550238,0,0.946,0.495,34.2,H,1,8.9,2.9,69.63,1239.6,6.9,1028.0,13.94,3,1,9.7256,1.7008,8.4543,11.2222,6.1015,12.8968,N,,13.625,,,,0.358,,,0.24,0.519,0.1905,0.6161,4.77,7.882,3,3,3,2,,,,,,,,,0,0,10.731,10.051,9.75,0.021,0.024,0.029,2,,,,,,,,,,,42.758,42.4592,42.4309,,,9.3918,,-0.652,-0.645,-0.634,,,-0.652,FT,9.3066,,,,,-1,-1,?,?,,9.7256,1239.6,8.9,9.391799926757812,9.75,13.625,-0.6520000100135803,0.22284350978890058,9.306599617004395,2.025814227975575E9,1.1000194722276744E-10,-9.958599627017975,,,433,,,,-16.314582018446885,
369,-1.65328398384345,440,8.62381385238372,4.2054633487292E8,5.28326219024877E-11,-1.62105962333333,0.103665134873377,10.8019236151515,2.25794346215221,3.44253245181818,1.23660962425565,6.65385300818182E8,7.83419243033667E7,3.34305998145455,0.625017074684751,0.0322243605101173,Keep,369,-1.65328398384345,440,8.62381385238372,4.2054633487292E8,5.28326219024877E-11,-1.62273032454545,0.0929484185408903,11.7305264333333,1.45333188624349,3.77664053818182,0.763581659315232,6.71636479666667E8,4.858811240967E7,3.17660692515151,0.417482980881073,0.0305536592979962,Keep,8.623813852383718,5.283262190248771E-11,440,3.023483463129518,4.498122832768215,6.79707267579745E8,DDO062,140.36458333333331,-22.500555555555554,2.51,0.24,0.29,11.7,*,124,8,,,846,10.86,BTF,7.98,79,55,0.23,24.9,8.71,9.45,,9.15,560,-0.4,NGC2784,-0.2,-0.08,,14.8,,,16.68,0.06,,13.14,,,18.28,0.12,846,2,,2004AJ....128...16K,30.18,,-15.9,,-1.61,,-0.19,,0.89,,-1.42,,0.0,,0.7,5.1286138399136585E8,2.818382931264449E9,1.4125375446227555E9,0.024547089156850298,0.038018939632056124,0.03128301439445321,-1.5046914054906444,3.128301439445321E7,7.495308594509355,3.077168303948195E8,8.488151250383645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.86,846.0,8.0,8.71,11.7,14.8,-1.6532839838434508,0.022218565502817967,8.623813852383718,4.2054633487292004E8,5.283262190248771E-11,-10.277097836227169,4.467224604194826,0.6500377885833686,440,,,,-15.37914912626414,
370,-1.77498914048348,448,7.93381385238372,8.58645409401737E7,1.95522619546282E-10,-1.77710950636364,0.0918626562436308,9.61894212030303,2.05625983906959,12.04031283,4.96801148893479,6.16314118E8,3.32149385468043E8,0.962781845121212,0.463031969426997,-0.00212036588016029,Keep,370,-1.77498914048348,448,7.93381385238372,8.58645409401737E7,1.95522619546282E-10,-1.78108902606061,0.0987101289975096,7.01536311848485,1.19614392010744,4.18807336969697,0.961764665763373,2.27892515181818E8,4.71296542427863E7,1.72868075445455,0.326507034748747,-0.00609988557712993,Keep,7.933813852383716,1.9552261954628187E-10,448,1.0240741068212887E-7,1.3280288906253283E8,2.17714343180829E22,DDO092,168.35875,53.595,1.38,0.78,0.05,13.2,*,45,9,Im,N,928,9.91,BTF,3.98,44,26,0.0,24.9,8.02,8.5,,8.32,999,0.9,NGC3556,0.9,1.28,,15.6,,,16.05,0.2,,15.01,,,18.22,0.1,928,6,,1981ApJS...47..139F,29.98,,-14.43,,-1.76,,0.35,,0.21,,-1.61,,0.5,,0.06,1.0471285480508985E8,3.1622776601683795E8,2.089296130854041E8,0.017378008287493755,0.024547089156850298,0.020962548722172028,-1.678555914976395,2.0962548722172026E7,7.321444085023605,6.2827712883053906E7,7.798151250383643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,928.0,9.0,8.02,13.2,15.6,-1.7749891404834761,0.016788459970761723,7.933813852383716,8.586454094017369E7,1.9552261954628187E-10,-9.708802992867193,3.236218145010505,0.5100377885833698,448,,,,-14.380368272426377,
371,-1.5,449,8.58339977264404,3.83177299765549E8,8.25277922805775E-11,-1.44592202393939,0.106133339202701,11.0976271451515,2.22623377459896,5.67567177151515,2.97198057431089,8.72016773454545E8,3.89382653595297E8,2.30158938221212,0.733322954398132,0.054077976060606,Keep,371,-1.5,449,8.58339977264404,3.83177299765549E8,8.25277922805775E-11,-1.49416571515152,0.0957064470426054,10.6116254351515,1.61007518669076,4.14677907212121,0.911412890523223,6.90810253484848E8,7.29995602974272E7,2.62284838424242,0.383077362266467,0.00583428484848492,Keep,8.583399772644043,8.252779228057753E-11,449,2.117731000332543,6.42196766155117,7.971062379786108E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14462,NGC1522,NGC 1522,,F04048-5248,04060790-5240059,-,-,61.533208,-52.668257,0,0.611,0.434,38.6,H,1,-1.8,1.1,52.3,903.1,4.7,595.7,10.52,0,0,8.9636,3.5615,6.0245,13.3364,4.0492,19.8424,Z,13.627,13.967,13.597,13.597,0.06,0.06,0.06,0.06,0.059,0.0,0.0958,0.1223,0.8989,1.23,1,3,3,2,,,,,,,,,0,0,12.55,11.596,11.381,0.078,0.075,0.096,2,,,,,,,,,,,41.9104,41.6334,41.6353,,,8.6686,,-1.5,-1.47,-1.429,,,-1.5,FT,8.5834,,,,,-1,-1,?,?,,8.9636,903.1,-1.8,8.668600082397461,11.380999565124512,13.967000007629395,-1.5,0.03162277660168379,8.583399772644043,3.8317729976554865E8,8.252779228057753E-11,-10.083399772644043,,,449,,0.3699999,0.34000015,-15.795412332048969,
372,-0.985000014305115,450,8.58920001983643,3.88329174741912E8,2.66563060390976E-10,-0.997059729787879,0.098112343168394,7.7504370369697,1.78309192930686,12.0350671321212,5.01181721261485,4.00573208042424E9,2.42265062475973E9,0.787658287787879,0.412323698598779,-0.0120597154827641,Keep,372,-0.985000014305115,450,8.58920001983643,3.88329174741912E8,2.66563060390976E-10,-0.993618378484848,0.0989519506778851,5.83391746939394,1.01321004219282,4.16587685212121,0.972975504088852,1.27222902618182E9,3.31772595875506E8,1.45209232063636,0.305662913795729,-0.00861836417973372,Keep,8.589200019836426,2.6656306039097585E-10,450,-2.7193949201126496E-9,-5.001112526692749E9,1.9036816733761542E26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14475,NGC1518,NGC 1518,NGC 1518,F04046-2118,04064970-2110214,-,-,61.707176,-21.172653,0,1.734,0.652,32.3,H,1,8.1,0.8,90.0,932.2,13.5,698.6,17.72,4,1,8.1356,1.1809,7.1978,9.2126,5.7645,10.8424,N,11.949,12.219,11.792,11.792,0.112,0.112,0.049,0.049,0.209,0.777,0.1012,0.142,2.164,6.546,2,2,3,2,,,,,,,,,0,0,12.056,11.404,11.156,0.015,0.019,0.03,2,,,,,,,,,,,42.4248,42.0829,41.9326,,,8.6744,,-0.985,-1.021,-1.132,,,-0.985,FT,8.5892,,,,,-1,-1,?,?,,8.1356,932.2,8.1,8.674400329589844,11.156000137329102,12.218999862670898,-0.9850000143051147,0.10351421325830616,8.589200019836426,3.8832917474191225E8,2.6656306039097585E-10,-9.57420003414154,,,450,,0.42700005,0.2699995,-17.332948075555905,
373,-1.86,452,8.53381385238372,3.41832894445674E8,4.03818440832429E-11,-1.83297055878788,0.101531248938414,10.7144333890909,2.28875754442437,2.89925490969697,0.94405323070961,5.02258457363636E8,3.1928640608241E7,3.86664199454545,0.581907945335534,0.027029441212121,Keep,373,-1.86,452,8.53381385238372,3.41832894445674E8,4.03818440832429E-11,-1.81771123393939,0.0967406794743147,12.0238396169697,1.40163350052822,3.43238024636364,0.660719222132381,5.1518609030303E8,2.84171020691333E7,3.57410597090909,0.433732556574976,0.0422887660606059,Keep,8.533813852383716,4.03818440832429E-11,452,3.524017792215607,3.8592313665503544,5.127718847176486E8,DDO123,186.53374999999997,58.322500000000005,2.78,0.79,0.05,11.9,*,58,8,,,722,10.5,TF,8.5,38,40,0.0,25.3,8.62,9.19,,8.88,836,-1.3,NGC4088,-0.6,0.3,,14.5,0.5,,,,,13.74,0.02,<,18.45,0.06,722,1,,1981ApJS...47..139F,30.11,,-15.66,>,-1.8,>,-0.28,<,0.81,,,,,,,4.1686938347033465E8,1.5488166189124796E9,7.585775750291852E8,0.015848931924611134,,0.015848931924611134,-1.8,1.5848931924611133E7,7.2,2.5012163008220077E8,8.398151250383643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,722.0,8.0,8.62,11.9,14.5,-1.8599999999999999,0.013803842646028852,8.533813852383716,3.418328944456744E8,4.03818440832429E-11,-10.393813852383715,2.9514660267698622,0.47003778858337075,452,,,,-15.605946495349691,
374,-2.05900001525879,454,9.64680004119873,4.43404443696373E9,1.96879248759703E-12,-2.04625184151515,0.0997036762249265,11.4550491887879,1.47942194882511,1.39306259181818,0.21131626600653,5.77890164818182E9,4.42535324383533E7,8.25635318030303,0.336974136795051,0.0127481737436375,Keep,374,-2.05900001525879,454,9.64680004119873,4.43404443696373E9,1.96879248759703E-12,-2.03471135121212,0.0994986310469296,12.1909948718182,1.279539959513,1.50367276393939,0.189575073404903,5.78018232606061E9,4.43634829661406E7,8.13555953939394,0.333130792305318,0.0242886640466677,Keep,9.64680004119873,1.9687924875970297E-12,454,1.071668746651298E-8,1.2690488588471637E9,1.0337553420958025E24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14558,IC2035,IC 2035,IC 2035,F04074-4538,04090186-4531029,-,-,62.257968,-45.517601,0,0.705,0.585,86.6,H,1,-2.6,1.2,40.33,1503.9,9.9,1205.3,13.98,1,1,9.594,1.1045,8.5507,10.7647,7.6208,12.0781,N,12.714,12.424,11.753,11.753,0.096,0.096,0.099,0.099,0.059,0.0,0.0825,0.0549,0.1452,0.5377,1,1,3,1,,,,,,,,,0,0,9.81,9.133,8.87,0.009,0.009,0.014,2,,,,,,,,,,,,,40.9025,,,9.732,,,,-2.162,,,-2.059,F3,9.6468,,,,,-1,-1,?,?,,9.594,1503.9,-2.6,9.732000350952148,8.869999885559082,12.423999786376953,-2.059000015258789,0.008729713377165597,9.64680004119873,4.434044436963733E9,1.9687924875970297E-12,-11.70580005645752,,,454,,0.6709995,-0.28999996,-17.48599878427244,
375,-2.06898914048348,457,7.81381385238372,6.51349152473911E7,1.30977593626857E-10,-2.02735774,0.0856239381253031,11.0983115987879,2.03801585527745,10.2835956363636,4.7872684691264,2.99038650624242E8,1.58187768794037E8,1.32913500830303,0.600637423752815,0.0416314004834764,Keep,375,-2.06898914048348,457,7.81381385238372,6.51349152473911E7,1.30977593626857E-10,-2.07287235272727,0.0987445274937859,8.69771533242424,1.46029701909511,4.20834183575758,0.972529758869088,1.39826835254545E8,2.15725422716266E7,2.12707100393939,0.360110254047306,-0.0038832122437964,Keep,7.813813852383717,1.3097759362685688E-10,457,1.040453144292539,13.071227738224946,3.0336660623976743E8,DDO131,187.99416666666664,29.709722222222222,1.15,0.76,0.08,12.9,*,63,10,Ir,N,643,7.35,mem,2.47,46,38,0.0,24.1,7.9,8.61,,7.98,622,0.5,NGC4631,0.6,1.41,,15.28,,,16.5,0.2,,15.22,,,18.63,0.02,643,10,,1999A&AS..135..255K,29.33,,-14.13,,-2.18,,0.05,,0.29,,-2.03,,0.2,,0.14,7.943282347242822E7,4.073802778041122E8,9.549925860214369E7,0.006606934480075957,0.009332543007969915,0.007969738744022936,-2.098555914976395,7969738.744022935,6.901444085023605,4.7659694083456926E7,7.678151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,643.0,10.0,7.9,12.9,15.28,-2.068989140483476,0.008531214460192562,7.813813852383717,6.513491524739114E7,1.3097759362685688E-10,-9.882802992867193,1.9500142659038529,0.29003778858336915,457,,,,-14.051436695420975,
376,-1.88857887136899,458,8.15381385238372,1.42499667957449E8,9.06999977418063E-11,-1.83163634666667,0.104446683116891,11.2065605372727,2.17905148067199,6.57400689969697,3.55033040930471,3.74411239030303E8,1.92199810589624E8,2.06125856812121,0.733323664482267,0.0569425247023225,Keep,376,-1.88857887136899,458,8.15381385238372,1.42499667957449E8,9.06999977418063E-11,-1.88608313424242,0.0962923321271083,10.2432210242424,1.60883807628829,4.17101408666667,0.938551802778886,2.64760099363636E8,3.02881092516815E7,2.5201039230303,0.380220667289275,0.00249573712656503,Keep,8.153813852383717,9.069999774180625E-11,458,1.9109390513022224,7.1169198152773046,3.253693584642957E8,DDO133,188.2208333333333,31.539166666666667,3.55,0.69,0.07,11.1,*,57,9,Im,L,331,4.88,TRGB,5.03,53,30,0.0,24.8,8.24,8.73,,8.25,320,0.4,NGC4395,0.5,1.39,,13.53,0.06,,14.85,0.06,,13.65,0.0,,17.26,-0.0,331,,2,2016ALFALFA.......A,28.44,0.05,-14.98,,-1.99,,-0.1,,0.37,,-1.73,,0.16,,0.11,1.7378008287493762E8,5.370317963702532E8,1.7782794100389227E8,0.010232929922807542,0.018620871366628676,0.014426900644718108,-1.840826959098556,1.4426900644718107E7,7.159173040901444,1.0426804972496258E8,8.018151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,331.0,9.0,8.24,11.1,13.53,-1.8885788713689893,0.012924719561948754,8.153813852383717,1.4249966795744887E8,9.069999774180625E-11,-10.042392723752707,1.6597313167480514,0.22003778858336884,458,,,,-14.912099110013553,
377,-1.24600005149841,460,8.91600036621094,8.24138809952799E8,6.88651633991018E-11,-1.20375667812121,0.105442509390652,10.9010149042424,2.30129328087275,4.39123297909091,1.98369804949524,1.51639309636364E9,4.11380395280434E8,2.77110331181818,0.699390845184876,0.042243373377201,Keep,377,-1.24600005149841,460,8.91600036621094,8.24138809952799E8,6.88651633991018E-11,-1.23119159409091,0.0926074255841152,11.1763597327273,1.56638520374867,4.0381028930303,0.863229638063988,1.40833621818182E9,1.27648430022882E8,2.83499785515152,0.395589085223587,0.014808457407504,Keep,8.916000366210938,6.886516339910178E-11,460,2.4983027940548372,5.443695629034101,1.503999968291071E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14670,IC2040,IC 2040,IC 2040,F04110-3240,04125976-3233116,-,-,63.248817,-32.553388,1,0.673,0.33,68.4,H,1,-0.8,3.0,72.78,1330.1,13.4,1059.1,17.14,1,1,10.3276,2.5683,8.0538,13.2434,6.2806,16.9824,N,,13.681,,,,0.219,,,0.085,0.0,0.0983,0.1006,0.8422,1.95,1,2,3,2,,,,,,,,,0,0,11.598,10.952,10.857,0.032,0.036,0.063,2,,,,,,,,,,,42.1644,41.8215,41.73,,,9.0012,,-1.246,-1.282,-1.335,,,-1.246,FT,8.916,,,,,-1,-1,?,?,,10.3276,1330.1,-0.8,9.001199722290039,10.857000350952148,13.680999755859375,-1.246000051498413,0.05675445381094079,8.916000366210938,8.24138809952799E8,6.886516339910178E-11,-10.16200041770935,,,460,,,,-16.388997288400656,
378,-1.5349999666214,461,8.08279991149902,1.21004051427363E8,2.41101616335331E-10,-1.54652084424242,0.0982761787037814,8.3885319469697,1.91308006525558,12.1545873460606,5.01253622508803,1.11224359945455E9,6.54619485152314E8,0.839280823575758,0.429408858711292,-0.0115208776210254,Keep,378,-1.5349999666214,461,8.08279991149902,1.21004051427363E8,2.41101616335331E-10,-1.54236271787879,0.0996612751596399,6.20494745090909,1.07024619544838,4.18130333636364,0.968328282121873,3.69457059575758E8,8.99050284760701E7,1.53600870790909,0.313168474937483,-0.00736275125738906,Keep,8.082799911499023,2.411016163353308E-10,461,4.585506919942373E-8,2.9658662035496205E8,1.886966783608877E23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14834,UGC03007,UGC 03007,UGC 03007,,04183045+3346246,1237660554915611107,-,64.626874,33.7735,0,0.505,0.42,1.4,H,1,6.4,0.7,34.36,5631.2,3.3,5664.9,11.52,1,1,10.666,4.7154,6.8549,16.5959,4.4055,25.8226,N,,17.0,,,,0.5,,,1.404,0.144,,,,,0,0,0,0,12.092446,12.261104,8.586018,6.453578,0.005191,0.025613,0.04922,0.124547,0,0,13.33,12.727,13.01,0.061,0.091,0.219,2,18.182,15.897,15.011,14.621,14.402,0.071,0.006,0.004,0.004,0.01,,,,40.5978,40.5635,8.168,,,,,-1.524,-1.623,-1.535,W3,8.0828,,,,,-1,-1,?,?,,10.666,5631.2,6.4,8.168000221252441,13.010000228881836,17.0,-1.534999966621399,0.029174272382260655,8.082799911499023,1.2100405142736277E8,2.411016163353308E-10,-9.617799878120422,,,461,0.88600063,,,-13.14000789673429,-15.871048398860118
