col1_1,logSFR_total_1,ID_1,logM_total_1,M_total_1,sSFR_1,logSFR_pred_1,logSFR_pred_sigma_1,t_sf_up,t_sf_sigma_up,tau_up,tau_sigma_up,A_up,A_sigma_up,x_up,x_sigma_up,diff_1,flag_1,col1_2,logSFR_total_2,ID_2,logM_total_2,M_total_2,sSFR_2,logSFR_pred_2,logSFR_pred_sigma_2,t_sf_np,t_sf_sigma_np,tau_np,tau_sigma_np,A_np,A_sigma_np,x_np,x_sigma_np,diff_2,flag_2,logM_total_3,sSFR_3,ID_3,x_n,tau_n,A_n,Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
1236,-3.5220000743866,2228,6.53859996795654,3456208.77069254,8.69761055302446E-11,-3.46563222545455,0.104970343704972,11.1259634124242,2.23017691662473,6.12454383939394,3.2879563513074,8471952.58090909,4111841.8240846,2.17316583009091,0.738298553117657,0.0563678489320512,Keep,1236,-3.5220000743866,2228,6.53859996795654,3456208.77069254,8.69761055302446E-11,-3.51839228242424,0.0953777493259802,10.4264840736364,1.60899922576275,4.17062967333333,0.922071853297557,6336217.23272727,694866.807153315,2.56335173848485,0.380167099197631,0.00360779196235406,Keep,6.538599967956543,8.697610553024456E-11,2228,2.003502668358942,6.7881117478818656,7552124.431927426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281393,SDSSJ112843.27+131145.6,2MASS J11284331+1311460,,,11284331+1311460,1237661813879996504,-,172.180432,13.196157,0,0.103,0.065,79.2,H,1,,,52.22,120.2,21.6,188.8,25.65,0,0,3.8054,1.7497,2.4028,6.0268,1.5172,9.5448,Z,19.342,18.155,,,0.038,0.5,,,0.14,,,,,,0,0,0,0,14.147882,13.989401,11.936102,,0.008405,0.026157,0.270476,,0,0,15.612,14.894,14.69,0.059,0.075,0.078,3,19.329,17.886,17.141,16.814,16.595,0.034,0.006,0.005,0.005,0.011,,,,38.3626,,6.6008,0.866,,,,-3.511,,-3.522,W3,6.5386,,,,,-1,-1,?,?,,3.8054,120.2,,6.600800037384033,14.6899995803833,18.155000686645508,-3.5220000743865967,3.006075787743111E-4,6.538599967956543,3456208.7706925385,8.697610553024456E-11,-10.06060004234314,,,2228,0.74499893,,-1.1869984,-9.747000882569939,-14.02918012161696
1237,-3.41300010681152,2229,6.64459991455078,4411638.4637611,8.7578999322755E-11,-3.35746587848485,0.104574819401895,11.1518944975758,2.1926972747015,6.19959388363636,3.35023316747796,1.09423235127273E7,5435309.47419053,2.15558621642424,0.73444717977355,0.0555342283266751,Keep,1237,-3.41300010681152,2229,6.64459991455078,4411638.4637611,8.7578999322755E-11,-3.40960313454545,0.095994270959264,10.3964736124242,1.6297050522736,4.16980648030303,0.930957279589799,8103781.04757576,893040.128638249,2.55700482545455,0.380522792067769,0.00339697226606894,Keep,6.644599914550781,8.757899932275499E-11,2229,1.9883345349067147,6.8398952798142,9706945.846570639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283708,SDSSJ113143.27+400453.6,2MASS J11314326+4004533,,,11314326+4004533,1237664669515317401,-,172.930167,40.081541,0,0.103,0.072,41.0,H,1,,,46.11,8.1,9.3,192.5,16.29,0,0,3.8326,1.7584,2.4224,6.0637,1.531,9.5938,Z,20.416,18.662,,,0.063,0.5,,,0.091,,,,,,0,0,0,0,14.248818,14.347446,11.64498,9.133563,0.006678,0.027356,0.147702,0.372841,0,0,15.434,14.82,14.632,0.06,0.065,0.077,3,21.276,18.711,17.577,16.848,16.52,0.125,0.009,0.006,0.005,0.01,,,,38.4852,,6.6302,1.034,,,,-3.402,,-3.413,W3,6.6446,,,,,-1,-1,?,?,,3.8326,8.1,,6.630199909210205,14.631999969482422,18.66200065612793,-3.4130001068115234,3.863668820299736E-4,6.644599914550781,4411638.463761104,8.757899932275499E-11,-10.057600021362305,,,2229,1.1340008,,-1.7539997,-9.255466820188552,-13.64772405785751
1238,-1.83191941664211,2230,7.86381385238372,7.30825769269672E7,2.01496140029728E-10,-1.83589091969697,0.0922689862183593,9.44217203060606,2.0305000470889,12.0474418987879,4.95252006313997,5.4142849569697E8,2.9460293088058E8,0.944747957727273,0.457618169329907,-0.00397150305485638,Keep,1238,-1.83191941664211,2230,7.86381385238372,7.30825769269672E7,2.01496140029728E-10,-1.83738036363636,0.100376455293818,6.89149243575758,1.18546857438793,4.19429238090909,0.972019901825871,1.98352696939394E8,4.28874151430787E7,1.69767949284848,0.329499978186045,-0.00546094699425037,Keep,7.863813852383717,2.0149614002972773E-10,2230,-3.5949411444163E-8,-3.7830939238389647E8,1.5496581580263788E23,ESO381-020,191.50166666666667,-33.838055555555556,2.82,0.4,0.28,12.1,,78,10,Ir,L,589,5.47,TRGB,4.59,90,34,0.0,25.1,7.95,8.79,,8.37,336,-0.3,NGC5236,-0.2,-0.79,,14.44,,,15.6,0.12,,13.59,0.05,,17.04,0.07,589,1,2,2012MNRAS.420.2924K,28.69,0.05,-14.53,,-1.75,,0.43,,0.25,,-1.77,,0.41,,0.27,8.91250938133746E7,6.16595001861481E8,2.3442288153199178E8,0.01778279410038923,0.016982436524617443,0.017382615312503336,-1.759884880917305,1.7382615312503334E7,7.240115119082695,5.347505628802475E7,7.728151250383644,43048,ESO381-020,ESO 381- G 020,ESO 381- G 020,,,-,-,191.501643,-33.838125,0,0.857,0.424,135.5,H,1,9.9,0.5,72.95,587.9,2.6,478.8,10.85,3,1,5.3868,0.1931,5.2226,5.5568,4.9706,5.8107,N,,14.228,13.93,13.93,,0.174,0.035,0.035,0.284,0.567,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,0.25982332387994994,5.3868,587.9,9.9,7.95,12.1,14.227999687194824,-1.8319194166421133,0.014725857154209524,7.863813852383717,7.308257692696716E7,2.0149614002972773E-10,-9.69573326902583,4.266166377098598,0.6300377885833681,2230,,0.29799938,,-14.428654570051563,
1239,-3.57200002670288,2231,6.50589990615845,3205530.44605524,8.35795574297424E-11,-3.51816976363636,0.105830956056433,11.078733749697,2.25182840763484,5.75230619393939,3.05747781842784,7399232.31090909,3373763.51568499,2.28048573075758,0.73960603882079,0.0538302630665171,Keep,1239,-3.57200002670288,2231,6.50589990615845,3205530.44605524,8.35795574297424E-11,-3.56630488636364,0.0956700689910262,10.5669679721212,1.6007803341678,4.15484573484849,0.911029678120492,5805126.65454545,619736.693996917,2.60639261272727,0.380795947960915,0.00569514033924445,Keep,6.505899906158447,8.357955742974242E-11,2231,2.090343430984538,6.506107943035221,6744165.373696918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284661,SDSSJ113255.39+301141.9,2MASS J11325540+3011419,,,11325540+3011419,1237667255085105245,-,173.230797,30.194952,0,0.109,0.067,162.3,H,1,,,53.73,15.3,21.3,161.9,25.4,0,0,3.5953,1.6395,2.2788,5.6726,1.4443,8.95,Z,20.04,18.391,,,0.053,0.5,,,0.106,,,,,,0,0,0,0,14.371603,14.325331,11.952192,,0.009972,0.033844,0.265811,,0,0,15.445,14.867,14.591,0.058,0.074,0.092,3,20.052,18.121,17.158,16.729,16.439,0.048,0.006,0.005,0.005,0.009,,,,38.3069,,6.5911,,,,,-3.56,,-3.572,W3,6.5059,,,,,-1,-1,?,?,,3.5953,15.3,,6.591100215911865,14.590999603271484,18.391000747680664,-3.572000026702881,2.6791681600886165E-4,6.505899906158447,3205530.4460552386,8.357955742974242E-11,-10.077899932861328,,,2231,0.96299934,,-1.6490002,-9.387674926064944,-14.014332491135399
1240,-2.96300005912781,2232,6.49130010604858,3099560.4167062,3.51317541419714E-10,-2.97850238757576,0.0997656668942617,6.22755734818182,1.43979802567649,11.9110272448485,5.08352115404408,4.63172761093939E7,3.13064649749606E7,0.657203379393939,0.380562776601297,-0.0155023284479499,Keep,1240,-2.96300005912781,2232,6.49130010604858,3099560.4167062,3.51317541419714E-10,-2.97277259393939,0.0987300032682805,4.88697411,0.864272871002184,4.15737651121212,0.970834090122337,1.27578541806061E7,3899359.67521963,1.22174844193939,0.274859876217166,-0.00977253481158646,Keep,6.491300106048584,3.513175414197141E-10,2232,2.5059849300287952E-8,5.427007894993099E8,2.3582071409604106E22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287318,SDSSJ113624.49+125417.4,2MASS J11362451+1254174,,,11362451+1254174,1237661813343977552,-,174.102245,12.904989,0,0.145,0.131,38.9,H,1,,,26.21,52.5,22.8,124.6,26.7,0,0,3.2678,1.4858,2.0739,5.1489,1.3162,8.1129,Z,18.546,17.283,,,0.021,0.5,,,0.133,,,,,,0,0,0,0,13.621843,13.359777,10.030804,8.232188,0.005026,0.014236,0.042246,0.203983,0,0,15.14,14.584,14.443,0.07,0.074,0.086,3,18.536,17.039,16.364,16.051,15.858,0.02,0.004,0.004,0.004,0.007,,,,38.9924,38.8245,6.5673,0.839,,,,-2.951,-3.214,-2.963,W3,6.4913,,,,,-1,-1,?,?,,3.2678,52.5,,6.567299842834473,14.442999839782715,17.283000946044922,-2.9630000591278076,0.0010889299450790868,6.491300106048584,3099560.4167062,3.513175414197141E-10,-9.454300165176392,,,2232,0.67499924,,-1.2629986,-10.288276396141988,-14.705447076218181
1241,-2.02810768897061,2236,7.74381385238372,5.54388039821425E7,1.69074635041469E-10,-2.01660323939394,0.0867995089718108,10.3087892009091,2.0821765083095,11.7140459542424,4.95977054397346,3.41553101539394E8,1.79699005577169E8,1.06812435160606,0.509219337155067,0.0115044495766687,Keep,1241,-2.02810768897061,2236,7.74381385238372,5.54388039821425E7,1.69074635041469E-10,-2.03409266818182,0.0986874725041044,7.60895283666667,1.27433452760177,4.19348432272727,0.961709988351354,1.35193694439394E8,2.56090443770599E7,1.87133453918182,0.341952660210195,-0.00598497921121011,Keep,7.743813852383717,1.6907463504146937E-10,2236,0.35773973350451693,38.01646483819579,1.424496063255274E9,UGC06541,173.37125,49.238055555555555,1.74,0.57,0.08,11.9,,26,10,Ir,N,249,4.23,TRGB,2.13,65,5,0.0,24.2,7.83,6.72,,7.04,303,-0.6,NGC4736,-0.2,0.45,,14.44,0.01,,15.5,0.05,,16.35,,,16.93,0.05,249,2,2,2008MNRAS.386.1667B,28.13,0.12,-13.77,,-1.98,,0.33,,-0.85,,-2.11,,0.2,,-0.72,6.760829753919819E7,5248074.602497723,1.0964781961431852E7,0.010471285480508996,0.00776247116628692,0.009116878323397958,-2.0401538413865827,9116878.323397957,6.959846158613417,4.056497852351891E7,7.608151250383644,35684,UGC06541,UGC 06541,UGC 06541,,,-,-,173.370222,49.238143,0,0.582,0.318,129.8,H,1,9.9,0.4,67.19,251.0,1.7,466.9,12.81,7,1,4.0778,0.3084,3.7518,4.3819,3.485,4.6424,N,14.986,14.422,13.992,13.992,0.42,0.103,0.015,0.015,0.082,0.488,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,2.43673551159061,4.0778,251.0,9.9,7.83,11.9,14.42199993133545,-2.028107688970608,0.009373295550416305,7.743813852383717,5.5438803982142515E7,1.6907463504146937E-10,-9.771921541354326,0.2630496865228509,-0.5799622114166308,2236,,0.4300003,-0.5640001,-13.630129676333238,
1242,-3.80399990081787,2237,5.92159986495972,834833.494139028,1.88104954340049E-10,-3.80272680484849,0.0900979601464724,9.81440875242424,2.04527581214476,11.9664102593939,4.94036213007012,5749015.92545455,3069388.65805198,0.986981340666667,0.468373627604126,0.00127309596938607,Keep,1242,-3.80399990081787,2237,5.92159986495972,834833.494139028,1.88104954340049E-10,-3.80919407393939,0.100061141885473,7.16450241818182,1.22966801988476,4.19433622575758,0.974849206131947,2170445.12030303,447256.554024409,1.76435404169697,0.336220743325253,-0.00519417312152282,Keep,5.921599864959717,1.8810495434004928E-10,2237,0.048394977996653675,281.02089437751965,9.570972887600372E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300642,SDSSJ115312.49+620936.5,2MASS J11531254+6209367,,,11531254+6209367,1237655369823617209,-,178.301915,62.160248,0,0.094,0.069,39.3,H,1,,,43.2,-182.9,22.5,72.6,25.19,0,0,2.7298,1.2234,1.7438,4.2734,1.114,6.6897,Z,19.586,18.507,,,0.037,0.5,,,0.108,,,,,,0,0,0,0,15.287024,14.909024,12.005108,10.724545,0.017509,0.04482,0.193941,1.583155,0,0,16.691,16.014,15.417,0.142,0.177,0.189,3,19.582,18.262,17.708,17.47,17.336,0.034,0.007,0.006,0.007,0.019,,,,38.0465,,6.0215,0.795,,,,-3.792,,-3.804,W3,5.9216,,,,,-1,-1,?,?,,2.7298,-182.9,,6.021500110626221,15.416999816894531,18.506999969482422,-3.803999900817871,1.5703631629656567E-4,5.921599864959717,834833.4941390281,1.8810495434004928E-10,-9.725599765777588,,,2237,0.55399895,,-1.0790005,-8.673654177666084,-13.53284740588219
1243,-3.31699991226196,2239,6.0991997718811,1256607.86002633,3.83530861393946E-10,-3.33289690030303,0.0999191164215152,5.79958204939394,1.3447898409949,11.8765013690909,5.07934258276008,2.12147359381818E7,1.46365149764019E7,0.616008395666667,0.362813609855513,-0.0158969880410673,Keep,1243,-3.31699991226196,2239,6.0991997718811,1256607.86002633,3.83530861393946E-10,-3.32727884939394,0.0991155967153817,4.60752738242424,0.814870287032932,4.15942153393939,0.968082106173667,5623402.83333333,1826317.75859514,1.15331326518182,0.270084872976837,-0.0102789371319765,Keep,6.0991997718811035,3.8353086139394644E-10,2239,6.439500690058809E-9,2.111964988371761E9,1.580645978600219E23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302032,SDSSJ115459.78+455806.3,2MASS J11545976+4558066,,,11545976+4558066,1237661852541255851,-,178.749042,45.968499,0,0.229,0.19,80.0,H,1,,,34.5,58.2,36.0,273.5,38.27,0,0,4.3398,1.9763,2.7523,6.8429,1.7455,10.7898,Z,18.428,17.41,,,0.081,0.5,,,0.084,,,,,,0,0,0,0,14.432814,14.334929,11.64338,9.501917,0.015707,0.050611,0.274198,0.847277,0,0,16.664,15.862,15.919,0.132,0.166,0.217,3,19.269,17.633,17.202,16.84,16.446,0.089,0.009,0.009,0.01,0.023,,,,38.5938,,6.2233,0.751,,,,-3.305,,-3.317,W3,6.0992,,,,,-1,-1,?,?,,4.3398,58.2,,6.223299980163574,15.918999671936035,17.40999984741211,-3.316999912261963,4.8194789499030185E-4,6.0991997718811035,1256607.8600263295,3.8353086139394644E-10,-9.416199684143066,,,2239,0.43099976,,-1.0179996,-10.77734872999169,-13.975895009968179
1244,-3.49399995803833,2241,6.88030004501343,7591018.41560065,4.22376742981796E-11,-3.46642547090909,0.10221891248195,10.7357733839394,2.26349063271507,2.97749680515152,0.975927655602176,1.12635408372727E7,787266.307962241,3.78046133454545,0.589365999435426,0.0275744871292392,Keep,1244,-3.49399995803833,2241,6.88030004501343,7591018.41560065,4.22376742981796E-11,-3.45313490393939,0.0949914328237513,11.9839231884848,1.40338037813079,3.48997737272727,0.677715953250956,1.15400885363636E7,665771.728517338,3.50498324030303,0.429825377956696,0.0408650540989361,Keep,6.880300045013428,4.223767429817958E-11,2241,3.442301094835363,3.9508455609547584,1.1503065981374826E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305628,SDSSJ115938.49+383241.1,2MASS J11593849+3832413,,,11593849+3832413,1237664820360183902,-,179.91047,38.544782,0,0.153,0.108,70.6,H,1,,,46.27,15.9,9.9,208.9,16.76,0,0,3.947,1.8294,2.483,6.2742,1.562,9.9735,Z,19.305,17.856,,,0.041,0.354,,,0.07,,,,,,0,0,0,0,13.271385,13.201052,11.936139,9.748184,0.004263,0.014274,0.282445,0.929826,0,0,14.855,14.189,13.956,0.047,0.062,0.052,3,19.287,17.62,16.792,16.067,15.556,0.05,0.006,0.005,0.004,0.008,,,,38.3943,,6.9261,0.9,,,,-3.483,,-3.494,W3,6.8803,,,,,-1,-1,?,?,,3.947,15.9,,6.92609977722168,13.956000328063965,17.856000900268555,-3.49399995803833,3.206269634296235E-4,6.880300045013428,7591018.41560065,4.223767429817958E-11,-10.374300003051758,,,2241,0.828001,,-1.4489994,-10.125334731709023,-14.333512287298742
1245,-3.58899998664856,2242,6.20529985427856,1604352.71765201,1.60583218880724E-10,-3.57228979636364,0.0856123886255208,10.5532178312121,2.05270997286435,11.5573803133333,4.89867228751044,9360076.78848485,4877427.69331817,1.10431329175758,0.513268362587655,0.0167101902849232,Keep,1245,-3.58899998664856,2242,6.20529985427856,1604352.71765201,1.60583218880724E-10,-3.59411807272727,0.0987438120151636,7.82818122575758,1.30981938401162,4.20340275545455,0.958504833396394,3809012.38848485,687413.354252111,1.9183002799697,0.341951295266865,-0.005118086078713,Keep,6.2052998542785645,1.6058321888072397E-10,2242,0.5017248560007809,27.106490414696204,2.2988150098291464E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317594,SDSSJ121430.72+103843.0,,,,12143073+1038430,1237660615053344873,-,183.628044,10.645385,0,0.164,0.054,44.3,H,1,,,73.78,-36.0,14.7,49.8,20.35,0,0,2.4382,1.0822,1.5642,3.8004,1.0036,5.9238,Z,21.134,19.265,,,0.177,0.5,,,0.113,,,,,,0,0,0,0,13.903814,13.707829,11.155709,10.662326,0.006275,0.019733,0.129556,2.060154,0,0,15.567,14.901,14.499,0.073,0.106,0.122,3,21.101,18.955,17.723,16.964,16.45,0.162,0.013,0.007,0.006,0.012,,,,38.2881,,6.2905,,,,,-3.577,,-3.589,W3,6.2053,,,,,-1,-1,?,?,,2.4382,-36.0,,6.290500164031982,14.49899959564209,19.264999389648438,-3.5889999866485596,2.576321236205974E-4,6.2052998542785645,1604352.7176520121,1.6058321888072397E-10,-9.794299840927124,,,2242,1.2320004,,-1.8690014,-7.670347245011666,-13.519686562306475
1246,-2.67000007629395,2243,6.74480009078979,5556484.289961,3.8476878586377E-10,-2.68509558484848,0.0988838241379198,5.75934517787879,1.32545799712323,11.8013108215152,5.12046272830185,9.39721642124242E7,6.54494531362536E7,0.619852836272727,0.367504260198821,-0.0150955085545394,Keep,1246,-2.67000007629395,2243,6.74480009078979,5556484.289961,3.8476878586377E-10,-2.67914382484848,0.0992040860997299,4.58527248787879,0.814791834451524,4.14789746181818,0.97377292285061,2.49367177666667E7,8173587.53326481,1.15138359306061,0.269408921856876,-0.00914374855453959,Keep,6.744800090789795,3.8476878586376983E-10,2243,-5.440393986015821E-9,-2.4998189533621855E9,9.823768643741411E23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319667,SDSSJ121709.66+294031.2,2MASX J12170955+2940305,,,12170955+2940305,1237667211066015840,-,184.290462,29.675434,0,0.128,0.064,20.8,H,1,,,61.81,9.9,23.7,179.3,27.51,0,0,3.7345,1.7039,2.3663,5.8937,1.4994,9.3013,Z,18.967,18.138,,,0.028,0.5,,,0.092,,,,,,0,0,0,0,14.204168,13.659592,9.496555,7.518122,0.007483,0.016287,0.022579,0.093989,0,0,15.508,14.943,14.005,0.193,0.255,0.212,2,18.982,17.966,17.482,17.231,17.114,0.022,0.006,0.006,0.006,0.016,,,,39.3221,39.2261,6.8585,0.77,,,,-2.658,-2.846,-2.67,W3,6.7448,,,,,-1,-1,?,?,,3.7345,9.9,,6.858500003814697,14.005000114440918,18.13800048828125,-2.6700000762939453,0.002137961713919407,6.744800090789795,5556484.289961005,3.8476878586376983E-10,-9.41480016708374,,,2243,0.48399925,,-0.82899857,-9.723161830592478,-13.730955272140545
1247,-3.45499992370605,2246,6.79139995574951,6185858.13463755,5.67022275545388E-11,-3.42030664484848,0.104011273694085,10.7903020157576,2.3005852818485,3.62717924212121,1.38310541251468,1.00758370887879E7,1446571.5178074,3.203221872,0.650676839103761,0.0346932788575698,Keep,1247,-3.45499992370605,2246,6.79139995574951,6185858.13463755,5.67022275545388E-11,-3.42878950454545,0.0928761032874411,11.6002271960606,1.49356085076034,3.84936144333333,0.793746307019854,1.00443561572727E7,778697.347902567,3.08411159,0.41394601091367,0.0262104191606003,Keep,6.791399955749512,5.6702227554538795E-11,2246,2.886762236522636,4.711160423236802,1.026648705205267E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326356,SDSSJ122607.93+590604.7,,,,12260792+5906047,1237658310793953368,-,186.533202,59.101444,0,0.086,0.07,19.3,H,1,,,36.35,18.3,39.3,278.4,40.97,0,0,4.3683,1.9826,2.7746,6.8773,1.7624,10.8275,Z,19.41,18.959,,,0.044,0.5,,,0.056,,,,,,0,0,0,0,14.335366,14.117404,12.046587,9.444271,0.008219,0.023824,0.224908,0.529769,0,0,15.779,15.157,14.588,0.085,0.112,0.118,3,20.209,18.781,17.568,16.914,16.491,0.074,0.011,0.006,0.006,0.012,,,,38.4382,,6.7614,1.071,,,,-3.444,,-3.455,W3,6.7914,,,,,-1,-1,?,?,,4.3683,18.3,,6.76140022277832,14.588000297546387,18.958999633789062,-3.4549999237060547,3.50751935570313E-4,6.791399955749512,6185858.134637546,5.6702227554538795E-11,-10.246399879455566,,,2246,1.2129993,,-0.4510002,-9.24256264916159,-13.655610918467298
1248,-3.13499999046326,2247,6.45209980010986,2832042.71947635,2.58761827352173E-10,-3.14823463424242,0.0997755203526893,7.96281051484848,1.85335110342475,12.1071028515152,5.03893882561946,2.827813139E7,1.7181115850699E7,0.803473931212121,0.418100813513011,-0.0132346437791675,Keep,1248,-3.13499999046326,2247,6.45209980010986,2832042.71947635,2.58761827352173E-10,-3.14276714090909,0.100185970882353,5.94455583969697,1.03610662537171,4.18009664636364,0.969023091555263,9109420.46030303,2329952.74659998,1.47331370187879,0.308040863169674,-0.00776715044583387,Keep,6.452099800109863,2.587618273521733E-10,2247,1.593716867407887E-8,8.533510737148577E8,3.923887854148839E22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327087,SDSSJ122706.26+634542.8,2MASS J12270632+6345434,,,12270632+6345434,1237654608531685536,-,186.776068,63.761859,0,0.138,0.054,120.2,H,1,,,68.97,-128.9,27.9,139.2,29.99,0,0,3.4004,1.568,2.1442,5.3926,1.3521,8.5519,Z,20.744,19.011,,,0.105,0.5,,,0.089,,,,,,0,0,0,0,13.966985,13.627726,10.601523,9.143855,0.005782,0.01461,0.054528,0.364601,0,0,16.01,15.579,14.791,0.113,0.153,0.097,3,20.717,18.728,17.721,17.287,16.966,0.095,0.011,0.007,0.007,0.015,,,,38.7987,,6.4627,0.976,,,,-3.123,,-3.135,W3,6.4521,,,,,-1,-1,?,?,,3.4004,-128.9,,6.462699890136719,14.791000366210938,19.01099967956543,-3.134999990463257,7.328245492311174E-4,6.452099800109863,2832042.7194763455,2.587618273521733E-10,-9.58709979057312,,,2247,1.007,,-1.7329998,-8.646650357961828,-13.52144053876999
1249,-3.84899997711182,2249,5.80249977111816,634599.566534596,2.23100350084316E-10,-3.85690198545455,0.0953165096729534,8.82345436424242,1.96479269526946,12.0571406693939,4.97949035393983,5267776.64787879,2990692.92759424,0.884850893242424,0.437364400305975,-0.00790200834272925,Keep,1249,-3.84899997711182,2249,5.80249977111816,634599.566534596,2.23100350084316E-10,-3.85698042909091,0.100117219605213,6.50839376454545,1.12542159547625,4.18082273,0.964035037618845,1832067.94572727,424508.32456464,1.60901972445455,0.318083878459949,-0.0079804519790927,Keep,5.802499771118164,2.2310035008431557E-10,2249,3.080512910327021E-8,4.4148492137162477E8,2.0290506029812243E21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327888,SDSSJ122810.45+292156.1,2MASS J12281046+2921564,,,12281046+2921564,1237667253479735349,-,187.043479,29.365572,0,0.085,0.064,56.2,H,1,,,41.61,-143.9,21.6,30.4,25.73,0,0,2.1684,0.9549,1.396,3.3681,0.8987,5.2316,Z,18.865,18.205,,,0.027,0.5,,,0.092,,,,,,0,0,0,0,14.908342,14.578184,11.631856,9.283945,0.013684,0.037347,0.159289,0.479027,0,0,16.187,16.089,15.17,0.107,0.221,0.133,3,18.874,17.948,17.485,17.283,17.137,0.022,0.006,0.006,0.006,0.013,,,,37.9958,,5.9203,0.762,,,,-3.837,,-3.849,W3,5.8025,,,,,-1,-1,?,?,,2.1684,-143.9,,5.920300006866455,15.170000076293945,18.204999923706055,-3.8489999771118164,1.4157938545722337E-4,5.802499771118164,634599.5665345964,2.2310035008431557E-10,-9.65149974822998,,,2249,0.46299934,,-0.65999985,-8.475697069336729,-13.728327648674671
