NGC4485           , 123031.2+414200,  8, -17.65,  -0.70,   0.45,  -0.23,  -0.62,   0.53,  -0.31
AGC229379         , 123034.0+231220, 10, -10.74,       ,       ,       ,  -4.20,  -0.61,   1.03
NGC4490           , 123036.4+413837,  7, -20.35,   0.28,   0.13,  -0.56,   0.08,  -0.07,  -0.36
AGC724906         , 123056.0+263040, 10, -12.09,  -4.42,  -1.37,   1.57,  -3.18,  -0.13,   0.33
CGCG 014-054      , 123103.8+014033,  9, -14.08,  -3.62,  -1.37,   1.43,  -2.33,  -0.08,   0.14
MAPS1231+42       , 123109.0+420539, 10, -11.83,       ,       ,       ,  -3.09,   0.06,  -0.27
DDO131            , 123158.6+294235, 10, -14.13,  -2.18,   0.05,   0.29,  -2.03,   0.20,   0.14
UGC07678          , 123200.4+394955,  9, -16.02,  -1.69,   0.21,  -0.08,  -1.50,   0.40,  -0.27
Coma P            , 123210.3+202524, 10, -12.32,       ,       ,       ,  -2.79,   0.17,   1.06
UGC07690          , 123226.9+424215,  8, -16.78,  -1.40,   0.08,  -0.03,  -1.17,   0.31,  -0.26
AGC229089         , 123236.0+331325,  9, -12.59,       ,       ,       ,  -2.67,   0.18,  -0.07
dw1232+0015       , 123236.2+001543, -1, -12.78,       ,       ,       ,  -4.84,  -2.77,       
NGC4517           , 123245.5+000654,  7, -19.87,  -0.12,  -0.25,  -0.53,  -0.68,  -0.81,   0.03
UGC07699          , 123248.0+373718,  7, -17.98,  -0.87,   0.08,   0.03,  -0.46,   0.49,  -0.38
DDO133            , 123253.0+313221,  9, -14.98,  -1.99,  -0.10,   0.37,  -1.73,   0.16,   0.11
NGC4509           , 123306.8+320530,  9, -15.97,  -1.21,   0.20,  -0.68,  -1.26,   0.15,  -0.63
BTS142            , 123307.4+380658, 10, -11.61,       ,       ,       ,  -3.27,  -0.03,   0.55
KDG155            , 123308.0-003159, 10, -13.25,       ,       ,       ,  -3.52,  -0.93,   1.30
KK152             , 123324.9+332105, 10, -13.73,  -2.72,  -0.33,   0.69,  -2.18,   0.21,   0.15
PGC041749         , 123352.7+393733,  9, -13.54,  -2.48,  -0.01,   0.71,  -1.95,   0.52,   0.18
UGC7719           , 123400.6+390110,  8, -14.64,  -1.77,   0.16,   0.12,  -1.69,   0.24,   0.04
NGC4534           , 123405.5+353106,  8, -16.90,  -0.96,   0.36,   0.09,  -0.73,   0.59,  -0.14
UGC07748          , 123438.4+682025,  9, -13.58,       ,       ,       ,  -1.88,   0.57,  -0.22
UGC7751           , 123511.8+410339,  9, -13.10,  -3.09,  -0.44,   0.80,  -2.43,   0.22,   0.14
LV J1235-1104     , 123539.4-110402, 10, -14.48,       ,       ,       ,  -1.80,   0.29,  -0.63
NGC4559           , 123557.7+275735,  6, -20.01,   0.14,   0.08,  -0.49,   0.19,   0.13,  -0.54
UGC07774          , 123622.5+400019,  7, -17.87,  -1.04,  -0.50,   0.53,  -0.55,  -0.01,   0.04
VCC1675           , 123635.0+080317,  9, -14.68,  -3.14,  -1.23,   0.04,  -2.51,  -0.60,  -0.59
dw1236-0025       , 123642.0-002552, 10, -10.96,       ,       ,       ,  -3.64,  -0.14,       
IC3583            , 123643.5+131534,  9, -16.67,  -1.63,  -0.29,  -0.22,  -1.24,   0.10,  -0.61
MAPS1236+33       , 123649.4+333648, 10, -12.53,       ,       ,       ,  -2.97,  -0.10,   0.18
Dw1237+3304       , 123702.2+330459, -2, -12.75,       ,       ,       ,  -4.58,  -2.50,       
IC3591            , 123703.0+065536,  9, -15.70,  -1.19,   0.29,  -0.44,  -1.58,  -0.10,  -0.05
dw1237-1125       , 123711.6-112559, -2, -10.75,       ,       ,       , <-4.55, <-1.67,       
AGC220847         , 123714.0+293751,  9, -13.36,       ,       ,       ,  -2.52,  -0.03,  -0.17
KKSG29            , 123714.1-102951, 10, -13.54,       ,       ,       ,  -2.70,  -0.23,   0.05
Arp211            , 123721.3+384443, 10, -13.28,  -2.61,  -0.04,   0.03,  -1.98,   0.59,  -0.60
VCC1713           , 123729.1+044505,  9, -13.53,  -3.66,  -1.19,   0.87,  -2.60,  -0.13,  -0.19
KKSG30            , 123735.9-085202, 10, -13.78,       ,       ,       ,  -2.74,  -0.37,   0.22
VCC1725           , 123741.2+083333,  9, -15.17,  -2.10,  -0.44,  -0.17,  -1.66,   0.00,  -0.61
Dw1238+3337       , 123818.0+333759, 10, -13.18,       ,       ,       ,  -3.41,  -0.80,       
AGC724993         , 123830.0+290318,  9, -12.77,       ,       ,       ,  -2.97,  -0.19,   0.40
KKSG31            , 123833.7-102925, -3, -12.33,       ,       ,       , <-4.36, <-2.11, > 1.50
UGCA292           , 123840.0+324560, 10, -11.93,  -2.48,   0.87,   0.10,  -2.53,   0.82,   0.15
KDG171            , 123902.4-003954, 10, -12.48,       ,       ,       ,  -2.95,  -0.06,       
dw1239+3230       , 123905.0+323018, 10, -10.78,       ,       ,       ,  -3.97,  -0.40,       
dw1239-1159       , 123909.1-115913, -1, -10.90,       ,       ,       , <-4.20, <-1.37,       
N4594DW1          , 123915.3-114308, -2, -13.29,       ,       ,       , <-3.81, <-1.94,       
NGC4592           , 123918.7-003155,  8, -18.29,       ,       ,       ,  -0.39,   0.58,  -0.03
N4594-DGSAT-3     , 123932.8-111338, -3, -10.89,       ,       ,       , <-4.47, <-1.64, > 1.45
UGC07827          , 123938.9+444915, 10, -13.91,  -1.81,   0.51,   0.09,  -2.02,   0.30,   0.30
Sombrero DwA      , 123951.5-112029, -3, -10.26,       ,       ,       , <-4.29, <-1.21, > 1.45
KKSG32            , 123955.0-114448, -3, -12.23,       ,       ,       ,  -4.72,  -2.43,   1.81
KDG177            , 123958.5+134653, 10, -14.93,       ,       ,       ,  -2.04,  -0.13,   0.50
NGC4594           , 123959.1-113723,  1, -21.88,  -1.00,  -2.18,  -0.49,  -0.51,  -1.69,  -0.98
NGC4605           , 124000.3+613629,  8, -18.10,  -0.66,  -0.23,  -0.77,  -0.77,  -0.34,  -0.66
AGC749241         , 124001.7+261919, 10, -10.51, <-4.79, <-1.11, > 1.67,  -3.54,   0.14,   0.42
dw1240-42         , 124002.0-422444, -1,  -9.77,       ,       ,       , <-5.03, <-1.75, > 1.80
BTS146            , 124002.1+380002, 10, -12.23,  -4.62,  -1.63,   1.72,  -3.44,  -0.45,   0.54
SUCD1             , 124003.1-114004, -1, -11.53,       ,       ,       , <-4.43, <-1.69, > 1.73
KKSG33            , 124008.9-122153, -3, -11.60, <-3.42, <-0.88, > 0.56, <-4.31, <-1.77, > 1.45
dw1240-1118       , 124009.4-111850, -3, -13.43,       ,       ,       ,  -4.98,  -3.17,       
KDG178            , 124010.0+323931, 10, -12.28,  -3.51,  -0.54,   1.33,  -2.64,   0.33,   0.46
NGC4597           , 124012.9-054757,  8, -17.81,  -0.75,  -0.09,   0.00,  -0.70,  -0.04,  -0.05
dw1240-1140       , 124017.6-114046, -1,  -9.49,       ,       ,       , <-5.02, <-1.63,       
NGC4600           , 124023.0+030704,  0, -16.26,  -1.92,  -1.11,  -0.68,  -3.34,  -2.53,   0.74
PGC4074723        , 124029.9+472204, 10, -11.30,       ,       ,       ,  -3.20,   0.16,       
HSC-9             , 124053.0+321656, -1, -10.29,       ,       ,       , <-4.68, <-1.61, > 1.64
NGC 4631dw1       , 124057.0+324733, 10, -12.59,       ,       ,       ,  -4.26,  -1.41,       
Dw1241+4103       , 124101.0+410311, 10, -10.41,       ,       ,       ,  -4.91,  -1.19,       
dw1241-1131       , 124102.8-113144, -2,  -9.23,       ,       ,       , <-4.57, <-1.08,       
Sombrero DwB      , 124112.0-115333, -3, -11.69,       ,       ,       , <-4.14, <-1.63, > 1.42
KKSG34            , 124118.9-115539, -3, -12.03,       ,       ,       , <-4.33, <-1.96, > 1.42
dw1241-32         , 124127.0-425345, -1,  -8.64,       ,       ,       , <-5.06, <-1.33, > 1.83
NGC4618           , 124132.8+410903,  6, -18.26,  -0.58,  -0.06,  -0.42,  -0.54,  -0.02,  -0.46
AGC224291         , 124139.2+015017,  9, -13.44,       ,       ,       ,  -2.84,  -0.33,  -0.07
LV J1241+3251     , 124147.3+325128, 10, -13.06,       ,       ,       ,  -2.58,   0.08,  -0.23
NGC4625           , 124152.7+411626,  7, -17.40,  -0.89,  -0.31,  -0.15,  -0.84,  -0.26,  -0.20
NGC4627           , 124159.7+323425, -3, -16.26,  -4.28,  -3.60,       ,  -2.47,  -1.79,       
NGC 4631dw2       , 124206.8+323715, 10,  -9.87,       ,       ,       ,  -4.51,  -0.57,       
NGC4631           , 124208.0+323229,  7, -20.65,   0.48,   0.12,  -0.63,   0.76,   0.40,  -0.91
N4625A            , 124211.0+411510, -1, -10.97,       ,       ,       , <-4.56, <-1.76,       
IC3687            , 124215.1+383007, 10, -14.60,  -1.89,   0.06,  -0.08,  -1.75,   0.20,  -0.22
HSC-10            , 124231.4+315809, -1,  -9.70,       ,       ,       , <-4.68, <-1.38, > 1.64
PGC042730         , 124248.9-122327, -2, -15.30,       ,       ,       , <-4.32, <-2.90,       
NGC 4631dw3       , 124252.5+322735, -2,  -9.72,       ,       ,       , <-4.63, <-1.33,       
PGC42772          , 124307.1+322927, 10, -13.38,       ,       ,       ,  -2.32,   0.21,  -0.32
dw1243-42b        , 124311.0-422637, 10, -10.03,       ,       ,       , <-5.13, <-1.26, > 1.90
dw1243-42         , 124313.0-422748, -1,  -9.32,       ,       ,       , <-5.05, <-1.59, > 1.82
BTS151            , 124324.6+322856, -2, -12.07,       ,       ,       , <-4.60, <-2.24,       
HSC-5             , 124344.6+323204, -1, -11.28,       ,       ,       , <-4.28, <-1.61,       
KDG192            , 124345.0+535732, 10, -13.39,  -2.42,   0.11,   0.66,  -2.19,   0.34,   0.43
LV J1243+4127     , 124355.7+412725, 10, -11.29,  -4.76,  -1.39,   1.71,  -3.54,  -0.17,   0.49
KK160             , 124357.4+433941, 10, -10.86,  -4.88,  -1.34,   1.61,  -4.43,  -0.89,   1.16
NGC4656           , 124357.6+321013,  8, -19.05,  -0.18,   0.02,  -0.16,   0.33,   0.53,  -0.67
NGC4656UV         , 124415.7+321660, 10, -16.57,  -2.31,  -1.05,   0.05,  -0.77,   0.49,  -1.49
[KK2000] 51       , 124421.5-425623, 10, -10.86,       ,       ,       , <-5.01, <-1.47, > 1.47
DDO143            , 124425.1+342311, 10, -13.88,  -1.63,   0.70,   0.19,  -1.60,   0.73,   0.16
UGCA294           , 124438.1+282821,  9, -15.23, >-1.73, > 0.06, <-0.05,  -1.57,   0.22,  -0.21
IC3718            , 124446.0+122105,  8, -15.29, <-2.74, <-0.82, > 0.00,  -2.81,  -0.89,   0.07
UGC07929          , 124520.9+212537,  9, -11.76,       ,       ,       ,  -3.86,  -0.68,       
Dw1245+6158       , 124549.0+615808, 10, -10.39,       ,       ,       , <-5.09, <-1.36,       
ESO381-020        , 124600.4-335017, 10, -14.53,  -1.75,   0.43,   0.25,  -1.77,   0.41,   0.27
AGC227970         , 124601.4+042252,  9, -13.84,       ,       ,       ,  -2.60,  -0.25,   0.25
VCC2033           , 124604.5+082835,  9, -14.76,  -2.29,  -0.47,  -0.57,  -2.11,  -0.29,  -0.75
VCC2037           , 124615.3+101212, 10, -14.18,  -2.54,  -0.33,  -0.43,  -2.33,  -0.12,  -0.64
UGCA298           , 124655.4+263351,  9, -15.02,  -1.65,   0.06,  -0.92,  -2.23,  -0.52,  -0.34
UGC07950          , 124656.4+513647,  9, -15.21,  -1.91,  -0.14,   0.09,  -1.41,   0.36,  -0.41
DDO147            , 124659.8+362835, 10, -12.35,  -3.31,  -0.37,   0.91,  -2.64,   0.30,   0.24
FGC1497           , 124700.6+323905,  8, -15.12,       ,       ,       ,  -1.94,  -0.20,   0.33
Dw1247-0824       , 124725.0-082429,  9, -14.57,       ,       ,       ,  -2.25,  -0.19,       
NGC4688           , 124746.5+042010,  6, -16.62,       ,       ,       ,  -1.41,   0.22,   0.06
KK164             , 124759.6+042560,  8, -13.75,       ,       ,       ,  -2.43,  -0.14,  -0.51
NGC4707           , 124822.9+510953, 10, -15.70,  -1.90,  -0.01,   0.08,  -1.61,   0.28,  -0.21
DDO148            , 124843.1-051514,  8, -16.19,  -2.96,  -1.65,   0.92,  -2.16,  -0.85,   0.12
KK165             , 124852.7+315813, -1, -11.97,       ,       ,       , <-4.61, <-2.21,       
NGC4700           , 124907.6-112441,  7, -17.13,  -1.74,  -0.46,   0.30,  -0.86,   0.42,  -0.58
KK166             , 124913.3+353645, -3, -10.65,  -4.88,  -1.96,       , <-5.09, <-2.17,       
MAPS1249+44       , 124931.0+442133,  9, -12.37,       ,       ,       ,  -2.95,  -0.01,   0.14
LV J1249+2155     , 124936.9+215505, 10, -11.89,       ,       ,       ,  -2.94,   0.19,   0.25
UGC07983          , 124947.0+035032, 10, -12.54,       ,       ,       ,  -2.88,  -0.01,   0.51
EVCC2232          , 125004.7-001357, -2,  -9.78,       ,       ,       , <-5.00, <-1.73,       
UGC07990          , 125027.2+282110,  8, -15.44,  -2.39,  -0.78,   0.92,       ,       ,       
NGC4736           , 125053.5+410710,  2, -19.74,  -0.43,  -0.86,  -1.16,  -0.53,  -0.96,  -1.06
M94-Dw2           , 125104.4+413810, -1,  -9.57,       ,       ,       , <-5.05, <-1.69,       
BTS157            , 125113.3+470415, 10, -12.43,       ,       ,       ,  -3.68,  -0.77,   0.79
KK167             , 125144.4+260638, 10, -13.47,       ,       ,       ,  -2.25,   0.25,   0.06
IC3840            , 125146.1+214407, 10, -12.89,  -3.03,  -0.30,   0.44,  -2.62,   0.11,   0.03
dw1251-40         , 125156.0-401953, -1,  -8.28,       ,       ,       , <-5.03, <-1.16, > 1.80
dw1252-40         , 125201.0-402155, -1, -11.05,       ,       ,       , <-5.04, <-2.28, > 1.81
Dw1252-0904       , 125203.4-090426, 10, -10.56,       ,       ,       ,  -4.05,  -0.39,       
dw1252-43         , 125225.0-430558, -1,  -8.36,       ,       ,       , <-5.06, <-1.22, > 1.83
NGC4765           , 125314.4+042747,  9, -15.59,  -1.56,   0.08,  -0.35,  -1.58,   0.06,  -0.33
PGC3272767        , 125316.8-051813,  9,  -9.19,       ,       ,       ,  -4.38,  -0.17,       
KKSG38            , 125331.6-055540, 10, -13.24,       ,       ,       ,  -2.26,   0.33,  -0.25
KKSG39            , 125341.9-060502, 10, -10.81,       ,       ,       ,  -4.21,  -0.65,   1.42
DDO153            , 125357.5-120631,  9, -15.42,  -1.46,   0.26,   0.23,  -1.49,   0.23,   0.26
DDO154            , 125405.2+270855, 10, -14.00,  -2.52,   0.02,   0.93,  -1.91,   0.63,   0.32
UGC08030          , 125429.4+261818, 10, -14.36,       ,       ,       ,  -2.15,  -0.01,   0.17
ESO443-009        , 125453.6-282027, 10, -12.15,       ,       ,       ,  -2.80,   0.22,   0.09
dw1255+40         , 125502.0+403524, -1,  -8.87,       ,       ,       , <-5.16, <-1.52,       
KDG215            , 125540.5+191233, 10, -12.26, <-4.80, <-1.82, > 2.31,  -3.33,  -0.35,   0.84
ESO219-010        , 125609.6-500838, -3, -12.70,  -3.11,  -1.01,  -1.04,       ,       ,       
AGC221126         , 125618.0+343925,  9, -13.21,       ,       ,       ,  -2.28,   0.32,   0.54
KDG216            , 125625.0+150509, -3, -12.07,       ,       ,       , <-4.80, <-2.44, > 1.70
UGC08061          , 125643.4+115552, 10, -14.66,  -2.44,  -0.42,   0.47,  -2.12,  -0.10,   0.15
NGC4826           , 125644.2+214105,  2, -19.53,  -0.64,  -0.99,  -0.96,  -1.03,  -1.38,  -0.57
CVnII             , 125710.0+341915, -3,  -4.10,       ,       ,       ,  -7.36,  -1.82,   1.59
dw1257-41         , 125745.0-412252, -1, -10.44,       ,       ,       , <-4.98, <-1.97, > 1.75
MCG-02-33-075     , 125828.3-103437,  8, -15.22,  -2.13,  -0.47,  -0.17,       ,       ,       
dw1258-37         , 125829.0-370721, -1,  -8.93,       ,       ,       , <-5.17, <-1.56, > 1.94
GR8               , 125840.4+141303, 10, -12.02,  -2.67,   0.63,  -0.28,  -2.62,   0.68,  -0.33
HIPASS J1258-04   , 125849.6-045319, 10, -13.91,  -2.45,  -0.13,   0.25,  -2.24,   0.08,   0.04
NGC4861           , 125902.0+345137,  9, -17.19,  -0.25,   0.76,  -0.76,  -0.59,   0.42,  -0.42
KK176             , 125956.3-192447, 10, -12.97,       ,       ,       ,  -2.90,  -0.20,   0.84
UGC08105          , 125958.1+020258,  9, -14.35,  -1.51,   0.64,  -0.54,  -2.24,  -0.09,   0.19
PGC1059300        , 130000.3-042138, 10, -11.09,       ,       ,       ,  -3.24,   0.21,       
dw1300+1843       , 130031.0+184301, -1,  -9.43,       ,       ,       , <-5.29, <-1.88,       
dw1301-30         , 130128.0-300643, -1,  -9.42,       ,       ,       , <-4.84, <-1.42, > 1.88
UGCA319           , 130214.4-171415, 10, -14.12,  -3.30,  -1.18,   1.19,  -2.29,  -0.17,   0.18
KK177             , 130241.9+215951, -2, -11.93,       ,       ,       , <-4.93, <-2.52,       
dw1302-40         , 130249.0-400835, -1,  -9.10,       ,       ,       , <-5.02, <-1.48, > 1.79
dw1303+42         , 130314.0+422217, 10, -11.58,       ,       ,       ,  -3.63,  -0.38,       
DDO161            , 130316.8-172523,  8, -15.97,  -1.28,   0.12,   0.24,  -1.05,   0.35,   0.01
ESO269-037        , 130333.6-463503, 10, -11.77,  -4.40,  -1.22,   0.04,  -3.71,  -0.53,  -0.65
KK180             , 130429.9+174532, -2, -11.02,       ,       ,       , <-5.06, <-2.28,       
KK182             , 130502.9-400458, 10, -12.98,  -3.26,  -0.61,   1.04,  -2.56,   0.09,   0.34
NGC4945           , 130526.1-492816,  6, -20.34,  -0.03,  -0.56,  -0.92,       ,       ,       
dw1305+41         , 130529.0+415324, 10, -12.58,       ,       ,       ,  -3.91,  -1.06,       
KDG218            , 130544.0-074520, -1, -13.90,       ,       ,       ,  -4.05,  -2.43,   1.59
IC4182            , 130549.3+373621,  8, -16.23,  -1.60,  -0.17,   0.02,  -1.28,   0.15,  -0.30
dw1305+38         , 130558.0+380543, 10, -11.94,       ,       ,       ,  -3.86,  -0.75,       
DDO165            , 130626.8+674215,  9, -15.21,  -2.58,  -0.67,   0.79,  -1.66,   0.25,  -0.13
dw1306-29         , 130648.0-295330, -1,  -9.79,       ,       ,       , <-4.77, <-1.50, > 1.81
MCG -03-34-002    , 130756.6-164121,  9, -15.05,  -2.35,  -0.31,   0.20,  -1.86,   0.18,  -0.29
UGC08215          , 130803.6+464941, 10, -12.31,  -3.46,  -0.50,   0.87,  -2.95,   0.01,   0.36
UGC08245          , 130834.2+785613,  9, -13.76,  -3.02,  -0.67,   0.29,  -2.46,  -0.11,  -0.27
dw1308+40         , 130846.0+405404, -1, -11.46,       ,       ,       , <-4.46, <-1.86,       
MCG -04-31-038    , 130936.6-270826, 10, -14.70,       ,       ,       ,  -1.90,  -0.55,   0.01
ESO269-058        , 131032.9-465927,  9, -15.04,  -3.50,  -2.22,   1.00,  -2.38,  -1.10,  -0.12
dw1310+4153       , 131041.8+415328, -1,  -9.87,       ,       ,       , <-4.64, <-1.40,       
[KK2000] 53       , 131114.2-385422, -3, -11.26,       ,       ,       , <-5.19, <-2.51, > 1.46
Dw1311+4051       , 131141.3+405147, 10, -10.74,       ,       ,       ,  -3.18,   0.41,       
Dw1311+4317       , 131145.6+431706, -2, -10.64,       ,       ,       , <-4.66, <-1.73,       
dw1312-4244       , 131210.9-424444, -2,  -7.70,       ,       ,       , <-5.00, <-0.90,       
NGC5023           , 131211.9+440219,  7, -16.87,  -1.31,  -0.18,   0.02,  -0.96,   0.17,  -0.33
NGC5055dwTBG1     , 131218.9+415837, 10,  -9.86,       ,       ,       , <-4.45, <-0.51,       
dw1313-4246       , 131242.9-424651, -2,  -7.58,       ,       ,       , <-5.02, <-0.87,       
KK189             , 131245.0-414955, -3, -11.33, <-5.26, <-2.61, > 0.61, <-4.79, <-2.14, > 0.14
CGCG 217-018      , 131251.8+403235,  9, -14.90,  -2.01,  -0.06,       ,  -1.95,   0.00,       
KKH82             , 131258.7+414712, 10, -13.79,  -4.32,  -1.95,       ,  -3.61,  -1.24,       
dw1313+46         , 131302.0+463608, 10, -11.83,       ,       ,       ,  -3.05,   0.10,       
ESO269-066        , 131309.2-445324, -1, -13.68, <-5.39, <-3.68, > 0.44, <-4.96, <-3.25, > 0.01
NGC5011C          , 131311.9-431556, -1, -14.15,       ,       ,       ,  -3.36,  -1.20,   0.65
DDO167            , 131322.8+461911, 10, -12.73,  -2.87,   0.08,   0.20,  -2.49,   0.46,  -0.18
dw1313-4214       , 131336.4-421408, -2,  -9.20,       ,       ,       , <-5.01, <-1.50,       
KK191             , 131339.7+420239, 10, -11.45, <-4.46, <-1.16, > 1.08,  -4.68,  -1.38,   1.30
LV J1313+1003     , 131347.3+100311, -1, -11.16,       ,       ,       ,  -5.16,  -2.44,   1.60
UGC08313          , 131353.9+421231,  8, -15.45,  -1.54,   0.16,  -0.40,  -1.69,   0.01,  -0.25
dw1314-28         , 131402.0-281212, -1, -10.74,       ,       ,       , <-4.84, <-1.95, > 1.88
NGC5055dwTBG5     , 131422.9+413409, -2,  -8.93,       ,       ,       , <-4.47, <-0.86,       
DDO168            , 131428.6+455510, 10, -15.24,  -2.13,  -0.12,   0.59,  -1.77,   0.24,   0.23
dw1315-4232       , 131503.0-423218, -2,  -8.41,       ,       ,       , <-5.00, <-1.18,       
DDO169NW          , 131519.2+473218, 10, -10.22,  -3.58,   0.22,   0.71,  -2.99,   0.81,   0.12
DDO169            , 131530.7+472947, 10, -13.80,  -2.70,  -0.30,   0.58,  -2.22,   0.18,   0.10
KK193             , 131531.2+413005, 10, -11.94,       ,       ,       ,  -4.90,  -1.79,       
dw1315-4309       , 131534.0-430927, -2,  -6.96,       ,       ,       , <-4.88, <-0.48,       
NGC5055           , 131549.3+420145,  4, -21.00,   0.21,  -0.65,  -0.46,   0.11,  -0.75,  -0.36
dw1316-4224       , 131642.3-422405, -2, -10.24,       ,       ,       , <-4.97, <-1.88,       
CGCG 189-050      , 131704.9+375709,  9, -12.43,  -2.60,   0.31,       ,       ,       ,       
KK194             , 131719.5+442348, 10, -12.25,       ,       ,       ,  -3.85,  -0.87,       
AGC239141         , 131740.8+352759, 10,  -9.40,       ,       ,       ,  -3.84,   0.28,   0.20
CenA-MM-Dw11      , 131749.2-425537, -2,  -8.73,       ,       ,       , <-4.94, <-1.25,       
dw1318-21         , 131804.0-215306, -1, -10.27,       ,       ,       , <-4.77, <-1.69, > 1.81
dw1318-4233       , 131805.6-423337, -2,  -8.61,       ,       ,       , <-4.92, <-1.18,       
NGC5068           , 131855.3-210221,  6, -18.51,  -0.32,   0.08,  -0.73,  -0.54,  -0.14,  -0.51
CenA-MM-Dw5       , 131952.4-415937, -2,  -6.60,       ,       ,       , <-4.91, <-0.37, > 1.53
AGC732602         , 132104.8+240836, 10, -12.51,       ,       ,       ,  -2.70,   0.18,  -0.06
dw1321-27         , 132108.0-274456, -1,  -9.60,       ,       ,       , <-4.88, <-1.54, > 1.92
KK195             , 132108.2-313147, 10, -11.92, <-5.06, <-1.94, > 2.81,  -3.09,   0.03,   0.84
[KK2000] 54       , 132132.4-315311, 10, -10.03, <-5.41, <-1.54, > 1.14, <-5.05, <-1.18, > 0.78
KK196             , 132147.1-450348, 10, -12.73,       ,       ,       ,  -3.35,  -0.56,  -0.23
NGC5102           , 132157.8-363747,  1, -18.24,  -1.99,  -1.55,   0.59,       ,       ,       
KK197             , 132201.8-423208, -3, -13.19, <-5.31, <-3.40, > 0.90, <-4.74, <-2.83, > 0.33
dw1322-27         , 132206.0-273445, -1, -10.54,       ,       ,       , <-4.87, <-1.90, > 1.91
[KK2000] 55       , 132212.4-424351, -3, -12.14, <-5.31, <-2.98, > 1.74, <-4.76, <-2.43, > 1.19
dw1322-39         , 132232.0-395420, 10,  -9.67,       ,       ,       , <-5.25, <-1.23, > 1.85
KK198             , 132256.1-333422, -3, -16.12, <-3.17, <-2.43, > 1.18,  -2.20,  -1.46,   0.21
PGC725719         , 132256.8-294419,  7, -12.20,       ,       ,       ,  -3.79,  -0.98,       
CenA-MM-Dw4       , 132302.6-414710, -2, -10.00,       ,       ,       , <-4.79, <-1.61, > 1.52
KV19-212          , 132309.8-435228, -1, -10.18,       ,       ,       , <-4.92, <-1.81,       
AM1320-230        , 132329.9-232335, -3, -11.27, <-5.17, <-2.49, > 1.13,  -4.26,  -1.58,   0.22
dw1323-40b        , 132355.0-405009, -1,  -9.88,       ,       ,       , <-4.93, <-1.70, > 1.77
CenA-MM-Dw10      , 132432.9-444407, -2,  -7.15,       ,       ,       , <-5.10, <-0.78,       
KK200             , 132436.0-305820, 10, -12.89,  -4.26,  -1.43,   1.25,  -3.09,  -0.26,   0.08
dw1323-40         , 132453.0-404541, -1, -10.14,       ,       ,       , <-4.99, <-1.86, > 1.79
KV19-271          , 132511.1-433033, -1, -10.41,       ,       ,       , <-4.95, <-1.93,       
NGC5128           , 132528.9-430060, -2, -20.74,  -0.06,  -0.82,  -1.37,  -0.65,  -1.41,  -0.78
dw1325-33         , 132541.0-330025, -1,  -9.57,       ,       ,       , <-4.87, <-1.51, > 1.75
UCD320            , 132552.7-425413, -3, -10.45,       ,       ,       , <-4.97, <-1.97,       
UCD330            , 132554.3-410035, -3, -11.17,       ,       ,       , <-4.95, <-2.23,       
CenA-MM-Dw6       , 132557.6-410539, -2,  -8.51,       ,       ,       , <-4.84, <-1.06, > 1.55
dw1326-29         , 132604.0-292416, -2,  -9.82,       ,       ,       , <-4.83, <-1.57, > 1.71
dw1326-37         , 132622.0-372308, -1,  -8.76,       ,       ,       , <-5.13, <-1.45, > 1.90
CenA-MM-Dw7       , 132628.7-433324, -2,  -8.35,       ,       ,       , <-4.82, <-0.98, > 1.55
KV19-329          , 132641.3-424214, -1, -10.18,       ,       ,       ,  -5.05,  -1.94,       
dw1326-35         , 132644.0-350460, 10,  -9.72,       ,       ,       , <-4.83, <-0.83, > 1.71
IC4247            , 132644.4-302145, 10, -14.43,  -2.78,  -0.89,   0.50,  -2.18,  -0.29,  -0.10
dw1327+51         , 132701.0+514108, -1, -10.12,       ,       ,       , <-4.54, <-1.40,       
KK203             , 132728.1-452109, 10, -10.62,       ,       ,       , <-4.93, <-1.29, > 1.42
ESO324-024        , 132737.4-412850,  8, -15.49,  -1.82,  -0.03,   0.13,  -1.80,  -0.01,   0.11
PGC2229803        , 132753.1+434855,  9, -12.92,  -3.27,  -0.55,       ,  -2.97,  -0.25,       
CVnI              , 132803.5+333321, -3,  -7.87, <-7.62, <-3.58, > 0.83, <-7.67, <-3.63, > 0.88
dw1328-29         , 132812.0-292845, -1,  -9.49,       ,       ,       , <-4.85, <-1.46, > 1.73
LV J1328+4937     , 132831.2+493738, 10, -12.18,  -3.02,  -0.01,       ,  -2.62,   0.39,       
dw1329-45         , 132910.0-451031, -1,  -8.92,       ,       ,       , <-5.26, <-1.64, > 1.84
PGC170257         , 132921.0-211045,  9, -13.58,       ,       ,       ,  -2.51,  -0.04,  -0.45
NGC5204           , 132936.4+582504,  8, -16.74,  -1.12,   0.18,  -0.16,  -0.98,   0.32,  -0.30
KV19-442          , 132943.8-422329, -1, -10.40,       ,       ,       , <-5.01, <-1.99,       
NGC5194           , 132952.7+471404,  5, -21.26,   0.46,  -0.37,  -1.01,   0.29,  -0.54,  -0.84
CenA-MM-Dw2       , 132957.3-415223, -2,  -8.05,       ,       ,       , <-4.76, <-0.79,       
dw1329-32         , 132958.0-322946,  9, -11.19,       ,       ,       ,  -3.89,  -0.48,   0.77
NGC5195           , 132958.7+471605,  0, -19.18,  -0.54,  -0.99,  -1.19,  -1.05,  -1.50,  -0.68
