ESO059-001        , 073119.3-681110,  9, -15.02,  -2.15,  -0.18,   0.28,       ,       ,       
DDO044            , 073411.3+665310, -3, -12.08,  -5.19,  -2.84,   1.34,  -5.07,  -2.72,   1.22
AGC174585         , 073610.3+095911, 10, -11.71,  -3.38,  -0.18,   0.40,       ,       ,       
NGC2403           , 073651.4+653558,  6, -19.23,  -0.15,   0.13,  -0.46,  -0.08,   0.20,  -0.53
LV J0737+4724     , 073728.5+472433, 10, -13.39,  -2.83,  -0.30,   0.72,  -2.48,   0.05,   0.37
DDO046            , 074125.8+400645, 10, -15.92,  -2.00,  -0.34,   0.71,  -1.50,   0.16,   0.21
DDO047            , 074155.0+164802,  8, -16.09,  -1.74,  -0.34,   0.69,  -1.30,   0.10,   0.25
KK65              , 074231.2+163340, 10, -14.31,  -1.87,   0.16,  -0.30,  -2.33,  -0.30,   0.16
MADCASH J0742+65dw, 074238.9+652502, -2,  -7.28, <-5.19, <-0.92, > 0.15, <-5.26, <-0.99, > 0.22
KKH40             , 074656.4+511746, 10, -13.50,  -2.41,   0.07,   0.26,  -2.23,   0.25,   0.08
CGCG 262-028      , 074732.1+511129,  9, -15.46,  -1.39,   0.56,  -0.35,  -1.42,   0.53,  -0.32
AGC174605         , 075021.7+074740, 10, -12.01,  -3.56,  -0.48,   0.85,  -2.99,   0.09,   0.28
UGC04115          , 075701.8+142327, 10, -14.37,  -1.81,   0.07,   0.29,  -1.66,   0.22,   0.14
HIPASS J0801-21   , 080125.4-215951, 10, -13.85, <-3.16, <-0.82, > 1.26,       ,       ,       
NGC2500           , 080153.2+504414,  7, -18.47,  -0.38,  -0.04,  -0.54,  -0.37,  -0.03,  -0.55
LV J0812+4836     , 081239.5+483645,  9, -13.59,  -2.70,  -0.25,   0.49,  -2.46,  -0.01,   0.25
NGC2537           , 081314.7+455926,  8, -18.44,  -0.41,  -0.12,  -0.72,  -0.56,  -0.27,  -0.57
IC2233            , 081358.9+454432,  7, -18.31, >-0.75, > 0.17, < 0.00,  -0.26,   0.66,  -0.49
NGC2541           , 081440.1+490342,  7, -18.71,  -0.28,   0.38,  -0.07,   0.09,   0.75,  -0.44
HolmII            , 081904.0+704251,  9, -16.76,  -1.15,  -0.21,  -0.09,  -1.04,  -0.10,  -0.20
NGC2552           , 081920.5+500035,  8, -18.09,  -0.79,  -0.16,  -0.20,  -0.65,  -0.02,  -0.34
ESO495-008        , 082100.7-234653, 10, -15.68,  -1.74,  -0.13,   0.13,       ,       ,       
AGC188955         , 082137.0+041901, 10, -13.40,  -2.11,   0.41,  -0.28,  -2.24,   0.28,  -0.15
KDG052            , 082356.0+710146, 10, -11.41,  -5.23,  -2.02,   2.38,  -3.06,   0.15,   0.21
KUG 0821+321      , 082505.0+320105,  9, -13.95,  -2.29,   0.01,   0.12,       ,       ,       
Dw0827+6452       , 082716.3+645226, -2,  -7.49,       ,       ,       , <-5.37, <-1.18,       
DDO052            , 082828.5+415124, 10, -14.86,  -2.43,  -0.65,   0.84,  -1.91,  -0.13,   0.32
LV J0831+4104     , 083141.2+410454,  9, -11.91,  -4.45,  -1.33,   0.98,  -3.26,  -0.14,  -0.21
DDO053            , 083406.5+661045, 10, -13.44,  -2.13,   0.67,  -0.10,  -2.20,   0.60,  -0.03
ESO495-021        , 083615.2-262434,  9, -17.69,  -0.20,   0.38,  -1.39,       ,       ,       
UGC04483          , 083703.0+694631, 10, -12.97,  -2.38,   0.66,   0.12,  -2.40,   0.64,   0.14
AGC181604         , 083948.7+314052, 10, -13.32,       ,       ,       ,  -2.26,   0.30,   0.40
LV J0843+4025     , 084338.0+402547,  9, -11.68,  -3.10,   0.11,  -0.33,  -2.99,   0.22,  -0.44
ESO496-010        , 084906.0-261912,  9, -15.27,       ,       ,       ,  -2.12,  -0.42,   0.01
AGC182595         , 085112.1+275248,  9, -12.63,  -2.91,  -0.08,  -0.01,  -2.92,  -0.09,   0.00
UMa II            , 085130.0+630748, -2,  -3.08, <-9.16, <-3.21, > 1.21,  -8.84,  -2.89,   0.89
NGC2683           , 085240.9+332502,  3, -20.88,  -0.10,  -0.77,  -0.63,  -0.02,  -0.69,  -0.71
KK69              , 085250.7+334752, 10, -13.24,  -3.57,  -0.98,   1.36,  -3.53,  -0.94,   1.32
NGC2683dw1        , 085326.8+331819, 10, -11.48,  -3.11,   0.18,       ,  -3.51,  -0.22,       
N2683dw2          , 085420.5+331458, -2, -10.48, <-4.29, <-1.30,       , <-4.34, <-1.35,       
KK70              , 085522.0+333333, -3, -12.88,  -4.32,  -2.29,   1.44, <-4.38, <-2.35, > 1.50
KSP-DW1           , 085652.2-245805, -1, -12.11,       ,       ,       , <-3.81, <-1.47,       
KSP-DW3           , 085825.5-244455, -2, -13.16,       ,       ,       , <-3.55, <-1.63,       
KSP-DW4           , 085829.5-250618, 10, -13.68,       ,       ,       , <-3.54, <-1.13,       
UGC04704          , 085900.3+391236,  8, -16.44,  -1.38,  -0.17,   0.50,  -0.89,   0.32,   0.01
LV J0859+3923     , 085946.9+392306,  9, -12.71,       ,       ,       ,  -2.88,  -0.08,   0.11
PGC025409         , 090250.6+711822,  9, -13.40,       ,       ,       ,  -2.26,   0.27,       
LSBC D564-08      , 090254.0+200431, 10, -11.95, <-4.40, <-1.30, > 2.07,  -2.83,   0.27,   0.50
ESO497-004        , 090303.1-234830,  8, -16.25,  -2.46,  -1.18,   0.82,  -1.97,  -0.69,   0.33
KSP-DW6           , 090402.4-225652, -2, -10.09,       ,       ,       , <-3.72, <-0.57,       
HIPASS J0905-36   , 090560.0-360336, 10, -14.90,       ,       ,       , <-2.82, <-0.89, > 1.30
UGC04787          , 090734.9+331636,  8, -17.28,  -1.19,  -0.32,   0.15,  -0.82,   0.05,  -0.22
KKH46             , 090836.6+051732, 10, -12.28,  -2.60,   0.37,   0.17,  -2.67,   0.30,   0.24
KSP-DW11          , 090853.3-230833,  9, -12.26,       ,       ,       , <-3.96, <-0.98,       
LSBC D634-03      , 090853.5+143455, 10, -12.57, <-4.42, <-1.56, > 1.25,  -3.57,  -0.71,   0.40
KSP-DW12          , 090906.4-235358, 10,  -9.82,       ,       ,       , <-3.78, < 0.18,       
KK71              , 090910.9-232204, 10, -13.03,       ,       ,       ,  -3.10,  -0.43,   0.27
DDO056            , 090946.6-230033, 10, -15.62,  -2.03,  -0.39,   0.12,       ,       ,       
KSP-DW13          , 091000.0-241019, -2, -12.26,       ,       ,       , <-3.85, <-1.57,       
Dw0910+7326       , 091015.6+732624, -2, -10.93,       ,       ,       , <-5.41, <-2.60,       
KSP-DW14          , 091025.0-240130, -2, -12.23,       ,       ,       , <-3.89, <-1.60,       
Dw0910+6942       , 091042.1+694211, -2, -10.52,       ,       ,       , <-4.68, <-1.70,       
KSP-DW15          , 091110.7-242441, -2, -12.19,       ,       ,       , <-3.96, <-1.65,       
KSP-DW17          , 091136.2-233000, -1, -13.57,       ,       ,       , <-3.96, <-2.20,       
KSP-DW18          , 091142.2-241329,  9, -10.83,       ,       ,       ,  -3.71,  -0.16,       
KK72              , 091142.3-235856, -3, -12.19,       ,       ,       ,  -4.12,  -1.81,   1.29
NGC2784 dw01      , 091218.5-241240, -3, -13.65,       ,       ,       , <-3.75, <-2.02, > 0.92
NGC2784           , 091219.4-241018, -2, -19.65,  -1.06,  -1.72,       ,  -1.21,  -1.87,       
KK73              , 091229.3-241428, -1, -14.46,       ,       ,       ,  -2.85,  -1.79,   0.02
UGCA153           , 091312.1-192431,  8, -16.78,  -1.42,  -0.35,   0.61,  -1.00,   0.07,   0.19
LV J0913+1937     , 091339.0+193708, 10, -12.47,  -2.93,  -0.03,   0.10,  -2.78,   0.12,  -0.05
KK74              , 091432.4-233326, -1, -13.92,       ,       ,       , <-4.06, <-2.44,       
KSP-DW20          , 091440.5-241510, -2, -11.24,       ,       ,       , <-3.96, <-1.27,       
KSP-DW21          , 091508.4-250258, -2,  -8.75,       ,       ,       , <-3.96, <-0.28,       
AGC198507         , 091525.8+252510,  9, -11.74, >-3.92, >-0.73, < 1.34,  -3.02,   0.17,   0.44
KSP-DW23          , 091601.6-233623, -2,  -8.41,       ,       ,       , <-4.09, <-0.27,       
UGC04879          , 091602.2+525024,  9, -11.95,  -4.33,  -1.18,   0.45,  -3.28,  -0.13,  -0.60
KSP-DW24          , 091608.5-234317, 10, -10.81,       ,       ,       , <-4.04, <-0.48,       
Dw0916+6944       , 091643.7+694401, 10, -10.40,       ,       ,       , <-4.62, <-0.89,       
HIPASS J0916-23b  , 091658.0-231647, 10, -15.55,  -2.66,  -1.00,   0.30,  -2.16,  -0.50,  -0.20
KSP-DW28          , 091743.4-232937, -1, -12.44,       ,       ,       ,  -3.89,  -1.68,       
NGC2835           , 091752.9-222119,  5, -20.07,   0.37,   0.17,  -0.75,   0.17,  -0.03,  -0.55
Dw0918+6935       , 091834.9+693543, -2,  -9.75,       ,       ,       , <-4.58, <-1.30,       
Dw0919+6932       , 091907.8+693254, 10,  -9.64,       ,       ,       , <-4.59, <-0.56,       
UGC04918          , 091917.7+694804,  9, -13.73,       ,       ,       ,  -3.08,  -0.69,       
NGC2787           , 091918.6+691212,  1, -18.47,  -2.21,  -2.26,   0.77,  -2.34,  -2.39,   0.90
LSBC D565-06      , 091929.4+213612, 10, -12.71, <-4.75, <-1.95, > 1.64,  -3.38,  -0.58,   0.27
Dw0919+6955       , 091933.9+695520, -2, -10.22,       ,       ,       , <-4.60, <-1.50,       
UGC04932          , 091934.1+510633,  8, -16.60,  -1.61,  -0.16,   0.46,  -1.26,   0.19,   0.11
Dw0920+6924       , 092002.6+692445, -2,  -9.46,       ,       ,       , <-4.50, <-1.10,       
KSP-DW30          , 092013.2-235602, 10, -11.00,       ,       ,       ,  -3.64,  -0.16,       
Dw0920+7017       , 092022.4+701729, -2, -10.68,       ,       ,       , <-4.40, <-1.49,       
KJ78              , 092036.4+494031, 10, -11.75,  -3.42,  -0.23,       ,  -2.83,   0.36,       
DDO062            , 092127.5-223002,  8, -15.90,  -1.61,  -0.19,   0.89,  -1.42,   0.00,   0.70
AGC198508         , 092257.0+245648, 10, -12.32,  -2.52,   0.44,  -0.43,  -2.45,   0.51,  -0.50
ESO565-003        , 092309.9-201003, 10, -14.88,  -2.12,  -0.19,  -0.12,  -1.95,  -0.02,  -0.29
MCG +09-16-010    , 092317.0+515823,  8, -14.11,  -2.34,  -0.20,       ,  -2.05,   0.09,       
UGC04998          , 092512.1+682259,  9, -14.86,  -2.74,  -1.31,  -0.09,  -2.55,  -1.12,  -0.28
LV J0926+3343     , 092609.4+334304,  8, -12.34,  -2.74,   0.11,   0.67,  -2.39,   0.46,   0.32
NGC2915           , 092611.5-763735,  9, -16.33,  -1.31,   0.08,   0.08,  -1.16,   0.23,  -0.07
[CKT2009]d0926+70 , 092627.9+703024, 10,  -9.65, <-5.25, <-1.23, > 0.90,  -4.30,  -0.28,  -0.05
UGC05047          , 092849.6+513338,  7, -15.64,  -2.22,  -0.79,   0.47,       ,       ,       
KDG056            , 093012.9+195930, 10, -12.98,  -4.40,  -1.71,   1.72,  -2.99,  -0.30,   0.31
NGC2903-HI-1      , 093039.9+214325, 10, -10.54,  -2.97,   0.70,  -0.51,  -3.58,   0.09,   0.10
NGC2903           , 093209.6+213002,  4, -20.96,   0.31,  -0.40,  -0.71,   0.19,  -0.52,  -0.59
dw0932+1952       , 093223.8+195230, -1,  -9.92,       ,       ,       , <-4.50, <-1.28,       
ESO373-007        , 093245.4-331444, 10, -13.78,       ,       ,       ,  -2.73,  -0.36,   0.55
UGC05086          , 093248.9+212754, -3, -13.43,  -4.63,  -2.82,       , <-4.45, <-2.64,       
LSBC D565-09      , 093314.1+203053, -1, -12.22,       ,       ,       , <-4.39, <-2.09,       
[CKT2009]d0934+70 , 093403.7+701257, -3, -10.56, <-5.07, <-2.11,       ,  -4.32,  -1.36,       
CGCG 035-007      , 093444.9+062532,  9, -15.56,  -1.98,  -0.32,   0.28,  -1.82,  -0.16,   0.12
LeoT              , 093453.4+170305, 10,  -6.73, <-5.92, <-0.73, > 1.68,  -5.69,  -0.50,   1.45
LV J0935-1348     , 093521.6-134852,  9, -13.38,  -2.58,  -0.05,   0.00,  -2.58,  -0.05,   0.00
dw0936+2135       , 093621.4+213556, -1, -11.56,       ,       ,       ,  -3.80,  -1.24,       
[CKT2009]d0939+71 , 093915.9+711842, 10,  -8.38, <-5.48, <-0.95,       ,  -5.79,  -1.26,       
LV J0939-2507     , 093935.0-250735, 10, -14.35,  -2.20,  -0.06,  -0.42,       ,       ,       
KISSB023          , 094012.7+293529, 10, -15.24,       ,       ,       ,  -1.37,   0.42,  -0.22
KUG 0937+480      , 094019.6+474638,  9, -13.43,  -2.69,  -0.18,       ,  -2.36,   0.15,       
KDG058            , 094027.0+000233, 10, -14.85,  -3.62,  -1.68,   1.88,  -2.32,  -0.38,   0.58
HolmI             , 094032.3+711111, 10, -14.59,  -2.21,  -0.12,   0.39,  -1.85,   0.24,   0.03
UGC05186          , 094259.8+331552, 10, -13.66,  -3.90,  -1.48,   1.52,  -2.58,  -0.16,   0.20
AGC198691         , 094332.4+332658, 10, -10.63,  -2.92,   0.71,   0.31,  -3.06,   0.57,   0.45
LV J0944-2254     , 094420.1-225458,  9, -13.60,  -2.38,   0.06,  -0.08,       ,       ,       
[CKT2009]d0944+69 , 094422.5+691240, -3,  -7.33, <-5.08, <-0.83,       , <-4.94, <-0.69,       
[CKT2009]d0944+71 , 094434.4+712857, -1, -11.14, <-5.13, <-2.40, > 0.77,  -5.72,  -2.99,   1.36
IC0559            , 094443.9+093655,  9, -15.01,  -2.12,  -0.24,   0.25,  -1.85,   0.03,  -0.02
F8D1              , 094447.1+672619, -3, -11.46,  -4.40,  -1.80,   0.73, <-4.96, <-2.36, > 1.29
UGC05209          , 094504.2+321418, 10, -14.06,  -2.96,  -0.70,   0.62,  -2.44,  -0.18,   0.10
FM1               , 094510.0+684554, -3, -11.86,  -4.95,  -2.51,   1.29, <-5.02, <-2.58, > 1.36
NGC2976           , 094715.6+675449,  7, -17.15,  -1.06,  -0.36,  -0.76,  -1.33,  -0.63,  -0.49
AGC191803         , 094805.9+070745,  9, -14.48,       ,       ,       ,  -2.21,  -0.12,   0.31
KK77              , 095010.0+673024, -3, -12.87,  -4.95,  -2.91,   1.29, <-4.78, <-2.74, > 1.12
KK78              , 095019.6+312724, 10, -12.60,  -2.76,   0.08,   0.62,  -2.51,   0.33,   0.37
DDO064            , 095022.4+312915, 10, -15.83,  -1.30,   0.43,   0.04,  -1.12,   0.61,  -0.14
UGC05288          , 095117.2+074938,  9, -15.88,  -1.32,  -0.03,   0.19,  -1.34,  -0.05,   0.21
NGC3037           , 095124.0-270040,  8, -16.86,  -1.06,   0.18,  -0.29,  -1.22,   0.02,  -0.13
BK3N              , 095348.5+685809, 10,  -9.67,  -5.23,  -1.21,   2.65,  -3.49,   0.53,   0.91
M81-dw J0954+6821 , 095407.0+682151, -2,  -6.62,       ,       ,       , <-5.19, <-0.65,       
LV J0954+3620     , 095450.6+362002, 10, -12.20,       ,       ,       ,  -3.08,  -0.08,   0.07
KKSG15            , 095510.5-061612, 10, -14.97,  -2.77,  -0.87,   0.67,  -2.31,  -0.41,   0.21
[CKT2009]d0955+70 , 095513.6+702429, -3,  -8.83, <-5.24, <-1.59,       , <-4.85, <-1.20,       
MESSIER081        , 095533.5+690360,  3, -20.96,   0.00,  -0.81,  -0.41,   0.04,  -0.77,  -0.45
JKB83             , 095549.6+691957, 10,  -8.44,  -3.49,   1.02,       ,  -4.24,   0.27,       
MESSIER082        , 095553.9+694057,  8, -19.68,   0.21,  -0.25,  -1.11,  -0.40,  -0.86,  -0.50
LV J0956-0929     , 095637.6-092911,  9, -14.25,  -2.81,  -0.63,  -0.19,  -2.70,  -0.52,  -0.30
DDO068C           , 095641.1+290051, 10, -13.20, <-3.92, <-1.31, > 1.49,  -2.67,  -0.06,   0.24
DDO068            , 095645.7+284930, 10, -15.84,  -1.51,   0.23,   0.59,  -1.04,   0.70,   0.12
KDG061            , 095702.7+683530, -1, -12.89, <-4.67, <-2.64,       ,  -4.82,  -2.79,       
KDG61em           , 095707.5+683554, 10,  -9.32,  -3.18,   0.98,       ,  -3.79,   0.37,       
PGC154449         , 095708.9-091548,  9, -14.46,       ,       ,       ,  -2.36,  -0.16,  -0.17
ClumpI            , 095721.2+684255, 10,  -8.29, <-4.88, <-0.31,       , <-5.07, <-0.50,       
A0952+69          , 095729.0+691620, 10, -11.54,  -3.21,   0.06,   0.36,  -2.96,   0.31,   0.11
HolmIX            , 095732.4+690235, 10, -13.75,  -2.84,  -0.46,   1.42,  -2.03,   0.35,   0.61
PGC28789          , 095800.9+471928,  8, -14.24,       ,       ,       ,  -2.09,   0.00,       
AGC718245         , 095816.2+210520, 10, -13.38,       ,       ,       ,  -2.67,  -0.14,  -0.11
[CKT2009]d0958+66 , 095848.5+665059,  9, -12.17,  -4.27,  -1.25,   0.27,  -3.38,  -0.36,  -0.62
AGC198712         , 095910.3+360223, 10, -11.81,       ,       ,       ,  -2.85,   0.31,   0.13
LeoA              , 095926.4+304447, 10, -11.52,  -4.10,  -0.82,   1.20,  -3.29,  -0.01,   0.39
[CKT2009]d0959+68 , 095933.1+683925, 10, -10.47,  -4.04,  -0.34,       ,  -3.65,   0.05,       
KKSG16            , 095947.5-092036, -3, -12.24,       ,       ,       , <-4.21, <-1.92, > 1.37
SexB              , 100000.1+051956, 10, -14.07,  -2.88,  -0.57,   0.72,  -2.37,  -0.06,   0.21
dw1000-0741       , 100001.0-074117, 10, -12.08,       ,       ,       ,  -4.37,  -1.32,       
dw1000-0821       , 100010.6-082125,  9, -13.80,       ,       ,       , <-4.30, <-1.94,       
KKH57             , 100016.0+631106, -3, -10.05,  -5.02,  -1.86,   0.61, <-5.22, <-2.06, > 0.81
LV J1000+5022     , 100025.5+502245,  9, -13.31,  -2.55,   0.01,       ,       ,       ,       
LV J1000+3032     , 100036.5+303210, 10, -12.14,  -3.53,  -0.50,   0.34,  -3.05,  -0.02,  -0.14
ClumpIII          , 100040.4+683937, 10,  -8.29,  -4.18,   0.39,       , <-5.07, <-0.50,       
MCG -01-26-009    , 100133.6-063130, 10, -13.98,  -2.31,  -0.02,   0.15,  -2.32,  -0.03,   0.16
KKSG17            , 100138.4-081456, 10, -14.84,  -3.09,  -1.14,   0.96,  -2.40,  -0.45,   0.27
UGCA193           , 100236.2-060043,  7, -15.91,  -1.84,  -0.24,   0.55,  -1.42,   0.18,   0.13
NGC3109           , 100307.2-260936,  8, -15.75,  -1.76,  -0.20,   0.27,  -1.37,   0.19,  -0.12
NGC3077           , 100321.0+684402,  9, -17.62,  -1.06,  -0.49,  -0.01,  -1.48,  -0.91,   0.41
GARLAND           , 100342.0+684136, 10, -11.40,  -2.17,   1.15,  -0.16,  -2.64,   0.68,   0.31
ESO499-038        , 100350.2-263646, 10, -15.05,       ,       ,       ,  -1.54,   0.32,   0.20
NGC3104           , 100357.4+404525,  8, -17.19,  -0.77,   0.14,  -0.06,  -0.53,   0.38,  -0.30
Antlia            , 100404.0-271955, 10,  -9.83,       ,       ,       ,  -3.52,   0.11,  -0.40
BK5N              , 100440.3+681520, -3, -10.56,  -5.13,  -2.17,       ,  -5.40,  -2.44,       
UGC05427          , 100441.0+292159,  8, -15.48,  -1.92,  -0.32,  -0.08,  -1.59,   0.01,  -0.41
KDG063            , 100507.3+663318, -3, -12.78,  -4.14,  -2.07,   1.22, <-4.98, <-2.91, > 2.06
NGC3115           , 100514.0-074307, -1, -20.77, <-4.00, <-4.82, > 2.88,  -1.14,  -1.96,   0.02
UGC05423          , 100530.6+702152, 10, -15.66,  -1.85,  -0.14,  -0.16,  -1.95,  -0.24,  -0.06
d1005+68          , 100531.8+681420, -2,  -7.42,       ,       ,       , <-5.05, <-0.83,       
KDG065            , 100534.4-074457, -3, -13.60,       ,       ,       ,  -4.49,  -2.75,       
KKSG18            , 100541.6-075853, -1, -16.55,  -2.81,  -1.95,       ,  -2.83,  -1.97,       
dw1006-0730       , 100612.7-073000, -1, -11.34,       ,       ,       ,  -3.78,  -1.13,       
dw1006-0732       , 100626.6-073256, -1, -10.70,       ,       ,       ,  -3.63,  -0.72,       
dw1006-0730-n2    , 100633.6-073036, 10,  -9.87,       ,       ,       , <-4.46, <-0.52,       
[CKT2009]d1006+67 , 100646.2+671204, -3,  -8.40, <-5.33, <-1.51,       , <-5.06, <-1.24,       
KDG064            , 100701.9+674939, -3, -12.60,  -4.44,  -2.30,       ,  -5.51,  -3.37,       
UGC05456          , 100719.7+102144,  9, -16.45,  -1.26,   0.17,  -0.35,  -1.16,   0.27,  -0.45
KKH58             , 100722.7+385811,  8, -15.79,  -1.11,   0.36,  -0.29,  -1.20,   0.27,  -0.20
IKN               , 100805.9+682357, -3, -13.67,  -4.91,  -3.19,   1.24, <-5.07, <-3.35, > 1.40
AGC208477         , 100919.8+275644,  9, -11.75,       ,       ,       ,  -2.95,   0.23,   0.02
PGC1099440        , 100932.5-021058,  9, -14.47,       ,       ,       ,  -1.96,   0.14,  -0.22
[CKT2009]d1009+70 , 100934.9+703255, -1, -12.36, <-4.36, <-2.12,       ,  -3.29,  -1.05,       
SexA              , 101100.8-044134, 10, -14.13,  -2.33,   0.24,   0.36,  -1.92,   0.65,  -0.05
UGC05497          , 101248.4+640627,  9, -12.34, >-3.65, >-0.70, <-0.19,  -3.22,  -0.27,  -0.62
SexDSph           , 101303.0-013652, -3,  -8.68,       ,       ,       ,  -7.77,  -4.06,   1.91
[CKT2009]d1014+68 , 101455.8+684527, -1,  -7.92, <-5.08, <-1.06, > 0.90,  -4.73,  -0.71,   0.55
[CKT2009]d1015+69 , 101506.9+690215, -1,  -7.76, <-5.19, <-1.11,       ,  -5.39,  -1.31,       
KUG 1013+414      , 101615.6+410959,  8, -14.91,       ,       ,       ,  -2.37,  -0.55,       
LV J1017+2922     , 101726.5+292211,  9, -13.65,  -2.92,  -0.50,   0.41,       ,       ,       
NGC3184           , 101817.0+412528,  6, -19.99,  -0.02,  -0.40,  -0.57,  -0.05,  -0.43,  -0.54
LV J1018+4109     , 101822.2+410957, -1, -11.89, <-4.25, <-1.82,       , <-4.28, <-1.85,       
PGC30114          , 101843.0+460244,  8, -14.60,  -1.45,   0.50,       ,  -1.58,   0.37,       
UGC05571          , 101942.4+520356,  9, -13.09,  -2.57,   0.08,   0.79,  -2.24,   0.41,   0.46
HIJASS J1021+6842 , 102100.2+684160, 11,       ,  -4.13,       ,   1.77,       ,       ,       
HS117             , 102125.2+710658, 10, -11.60,  -4.82,  -1.58,  -0.04,  -4.32,  -1.08,  -0.54
LV J1021+0054     , 102138.9+005400, 10, -12.40,  -2.81,   0.11,   0.27,  -2.58,   0.34,   0.04
LeoP              , 102145.1+180517, 10,  -9.10,  -4.27,  -0.03,   0.13,       ,       ,       
AGC731448         , 102345.0+270639,  9, -13.52,       ,       ,       ,  -2.51,  -0.03,  -0.01
KKSG19            , 102428.3-122557, 10, -13.72,       ,       ,       , <-4.10, <-1.70, > 2.10
NGC3239           , 102504.9+170949,  8, -18.64,  -0.23,   0.17,  -0.53,  -0.18,   0.22,  -0.58
DDO078            , 102627.9+673924, -3, -13.54,  -5.07,  -3.30,       ,  -4.82,  -3.05,       
UGC05672          , 102820.9+223417,  8, -15.30,  -2.14,  -0.64,   0.41,  -2.16,  -0.66,   0.43
IC2574            , 102822.4+682458,  8, -16.78,  -1.00,   0.07,   0.17,  -0.80,   0.27,  -0.03
LV J1028+4240     , 102833.0+424008, 10, -12.70,  -3.12,  -0.32,       ,  -2.41,   0.39,       
[CKT2009]d1028+70 , 102839.7+701401, 10, -11.89,  -3.64,  -0.51,  -0.11,  -3.21,  -0.08,  -0.54
AGC749315         , 102906.4+265438,  9, -10.88,  -4.04,  -0.51,   1.03,  -3.17,   0.36,   0.16
DDO082            , 103035.0+703710,  9, -14.67,  -2.56,  -0.81,  -0.85,  -2.60,  -0.85,  -0.81
LV J1030+0607     , 103044.3+060738, 10, -12.77,  -3.22,  -0.44,   0.51,  -2.73,   0.05,   0.02
AGC731457         , 103155.8+280133, 10, -13.43,  -2.68,  -0.17,   0.02,  -2.32,   0.19,  -0.34
NGC3274           , 103217.1+274007,  7, -16.65,  -1.06,   0.25,  -0.05,  -0.94,   0.37,  -0.17
Dw1033+1213       , 103329.3+121344, -2,  -8.17,       ,       ,       , <-4.47, <-0.55,       
BK6N              , 103431.9+660042, -3, -10.75,  -5.12,  -2.24,       , <-5.34, <-2.46,       
UMa I             , 103448.8+515606, -3,  -4.79, <-8.28, <-3.01, > 2.21, <-8.36, <-3.09, > 2.29
AGC202248         , 103456.1+112932, 10, -14.31,       ,       ,       ,  -2.13,   0.03,   0.10
PGC2277751        , 103512.1+461412,  9, -12.99,  -3.45,  -0.76,       ,  -2.75,  -0.06,       
ESO501-023        , 103523.2-244515,  8, -17.13,       ,       ,       ,  -0.87,   0.06,  -0.14
LeG03             , 103548.8+082847,  8, -14.51,  -3.04,  -1.06,   1.51,       ,       ,       
KUG 1033+366B     , 103617.6+362531,  9, -13.46,  -2.45,   0.05,       ,  -2.41,   0.09,       
NGC3299           , 103623.8+124227,  8, -16.98,  -1.42,  -0.25,  -0.38,  -1.63,  -0.46,  -0.17
DDO083            , 103643.3+313248, 10, -14.94,  -1.86,   0.25,   0.55,  -1.59,   0.52,   0.28
AGC205165         , 103704.8+152015,  9, -13.85,       ,       ,       ,  -2.62,  -0.27,  -0.38
Dw1038+1158       , 103804.8+115823, -2,  -9.78,       ,       ,       , <-4.47, <-1.20,       
AGC200499         , 103808.0+102251,  9, -17.85,  -1.22,  -0.58,   0.41,       ,       ,       
AGC208397         , 103858.1+035227, 10, -10.51,       ,       ,       ,  -3.42,   0.26,   0.56
UGC05797          , 103925.2+014307,  9, -15.95,  -2.14,  -0.63,   0.27,  -1.92,  -0.41,   0.05
LeG04             , 103940.2+124406, 10, -11.51,       ,       ,       , <-4.29, <-1.01, > 1.35
LeG05             , 103943.3+123804, 10, -13.43,       ,       ,       ,  -3.39,  -0.88,  -0.17
LeG06             , 103955.7+135428, 10, -11.94, <-4.31, <-1.20, > 1.29,  -3.55,  -0.44,   0.53
AGC208399         , 104010.7+045432, 10, -10.64, <-3.41, < 0.22, > 0.95, <-4.32, <-0.69, > 1.86
UGC05812          , 104056.6+122819,  8, -14.69,       ,       ,       ,  -2.26,  -0.35,  -0.01
[CKT2009]d1041+70 , 104116.8+700903, -2,  -8.53, <-5.07, <-1.30, > 0.43, <-5.06, <-1.29, > 0.42
FS04              , 104200.3+122006,  8, -14.50,       ,       ,       ,  -2.56,  -0.57,   0.15
LeG09             , 104234.6+120902, -2, -12.73,       ,       ,       , <-4.32, <-2.23, > 1.52
DDO084            , 104241.9+342656,  8, -16.39,  -1.08,   0.21,   0.18,  -0.80,   0.49,  -0.10
N3344dw1          , 104244.0+250130, 10,  -9.11, <-4.24, < 0.00,       , <-4.26, <-0.02,       
NGC3344           , 104330.2+245525,  4, -19.72,  -0.08,  -0.27,  -0.35,  -0.13,  -0.32,  -0.30
dw1043+1415       , 104349.8+141517, -1, -10.36,       ,       ,       , <-4.16, <-1.12,       
LeG10             , 104355.4+120807, 10, -11.00,       ,       ,       ,  -4.47,  -0.98,   1.69
NGC3351           , 104357.7+114213,  3, -19.79,  -0.18,  -0.70,  -0.75,  -0.33,  -0.85,  -0.60
LeG11             , 104402.1+153520, 10, -11.43,       ,       ,       , <-4.28, <-0.97, > 1.66
LeG12             , 104407.8+113159, 10, -11.72,       ,       ,       ,  -3.51,  -0.31,   1.05
AGC205445         , 104435.3+135623, -1, -13.95,       ,       ,       ,  -3.71,  -2.11,       
