Name RAh_1 RAm_1 RAs_1 DE-_1 DEd_1 DEm_1 DEs_1 a26_1 b/a AB_1 l_FUVmag FUVmag Bmag l_Hamag Hamag Kmag f_Kmag l_21mag 21mag W50 TType Tdw1 Tdw2 RVel Dis f_Dis RAh_2 RAm_2 RAs_2 DE-_2 DEd_2 DEm_2 DEs_2 a26_2 inc Vm AB_2 BMag SBB logKLum logM26 l_logMHI logMHI VLG Theta1 MD Theta5 Thetaj
"HIPASS J1526-51" 15 26 22.9 - 51 10 31 "" "" 2.74 "" "" 19.5 "" "" "" * "" 15.7 27 10 Ir L 605 6.28 TF 15 26 22.9 - 51 10 31 "" "" "" "" -12.2 "" "" "" "" 7.64 415 -1.0 ESO223-009 -0.7 -0.08
"HIZOA J0800-36" 8 0 22.7 - 36 39 34 0.35 0.75 4.59 "" "" 21.0 "" "" 14.5 * "" 16.7 29 10 Ir L 849 6.8 BTF 8 0 22.7 - 36 39 34 1.85 47 11 0.0 -12.8 24.9 7.35 7.4 "" 7.32 555 -2.0 NGC2784 -1.5 -1.21
"HIZOA J1149-62" 11 49 38.4 - 62 11 2 "" "" 22.1 "" "" "" "" "" "" "" "" 16.3 2 "" "" "" 51 4.5 BT 11 49 38.4 - 62 11 2 "" "" "" "" "" "" "" "" "" 7.13 221 -0.6 CIRCINUS -0.3 ""
"HIZOA J1353-58" 13 53 21.9 - 58 3 17 "" "" 2.02 "" "" "" "" "" "" * "" 15.8 17 "" "" "" 224 2.1 BTF 13 53 21.9 - 58 3 17 "" "" "" "" "" "" "" "" "" 6.64 -25 -0.8 NGC4945 -0.4 -0.21
"HIZOA J1528-52" 15 28 33.8 - 52 13 56 "" "" 3.57 "" "" "" "" "" "" * "" 16.8 32 "" "" "" 620 8.2 BTF 15 28 33.8 - 52 13 56 "" "" "" "" "" "" "" "" "" 7.43 428 -2.1 NGC6744 -1.5 ""
"HIZOA J1616-55" 16 17 23.5 - 55 43 57 0.3 0.65 2.35 "" "" 20.0 "" "" 15.5 * "" 15.7 51 10 Ir L 406 9.88 BTF 16 17 23.5 - 55 43 57 1.41 57 25 0.0 -12.3 24.7 7.18 8.02 "" 8.02 232 -1.8 NGC6744 -1.3 -0.32
HIZOAJ1914+10 19 15 2.5 + 10 19 43 "" "" 43.8 "" "" "" "" "" "" "" "" 14.1 6 1 I "" 65 6.9 BT 19 15 2.5 + 10 19 43 "" "" "" "" "" "" "" "" "" 8.36 864 -2.4 NGC6946 -1.9 ""
HIZSS003 7 0 29.3 - 4 12 30 0.7 0.6 4.66 "" "" 18.0 "" 22.9 11.4 * "" 14.1 55 10 Ir N 288 6.64 TRGB 7 0 29.3 - 4 12 30 3.63 62 26 0.0 -15.8 23.3 8.56 8.47 "" 8.34 108 4.9 HIZSS003B 4.9 -1.09
HIZSS003B 7 0 24.7 - 4 13 18 0.33 0.75 4.66 "" "" 19.0 "" 20.2 12.4 * "" 16.0 28 10 Ir N 323 6.64 mem 7 0 24.7 - 4 13 18 1.73 47 10 0.0 -14.8 22.7 8.16 7.27 "" 7.6 143 5.3 HIZSS003 5.3 -0.69
HIZSS008 7 25 22.0 - 24 28 31 1.35 0.43 6.1 "" "" 16.9 "" "" 8.5 "" "" 13.4 136 7 "" "" 800 11.86 NAM 7 25 22.0 - 24 28 31 16.84 66 65 0.2 -19.8 22.7 10.27 9.91 "" 9.12 542 -0.1 HIZSS012 -0.1 0.85
HIZSS012 7 30 8.3 - 22 1 1 3.2 0.5 6.73 "" "" 19.0 "" "" 9.0 "" "" 12.6 268 8 "" "" 779 11.8 NAM 7 30 8.3 - 22 1 1 45.83 61 139 0.42 -18.5 26.1 10.1 11.01 "" 9.45 525 0.1 HIZSS008 0.1 1.07
HIZSS014 7 36 22.6 - 19 29 40 0.4 0.6 5.72 "" "" 18.4 "" "" 10.8 * "" 15.4 56 9 BCD N 786 12.13 NAM 7 36 22.6 - 19 29 40 4.75 62 27 0.0 -17.7 22.0 9.35 8.6 "" 8.36 537 -0.4 HIZSS012 -0.3 0.85
HIZSS021 7 46 16.5 - 28 28 11 0.8 0.65 4.37 "" "" 17.5 "" "" 11.1 * "" 14.1 85 10 Ir N 494 5.78 TRGB 7 46 16.5 - 28 28 11 3.4 57 44 0.03 -15.7 23.3 8.53 8.89 "" 8.23 219 -2.2 NGC2784 -1.7 ""
HIZSS033 8 7 3.6 - 37 44 22 0.45 0.8 4.84 "" "" 19.7 "" "" 12.9 * "" 14.7 61 10 Ir L 855 7.4 BTF 8 7 3.6 - 37 44 22 2.74 41 40 0.0 -14.5 24.0 8.05 8.7 "" 8.19 558 -1.8 ESO314-002 -1.3 -1.9
HS1053+3624 10 56 40.4 + 36 8 28 0.5 0.49 0.08 "" 18.3 17.8 "" 20.1 15.3 * "" 16.4 60 10 Ir N 567 9.2 TRGB 10 56 40.4 + 36 8 28 1.32 74 27 0.0 -12.1 24.8 7.11 8.04 "" 7.71 541 "" "" "" ""
HS117 10 21 25.2 + 71 6 58 1.51 0.6 0.49 "" 21.7 16.9 "" 24.1 14.1 * "" 21.3 13 10 Tr L -37 3.96 TRGB 10 21 25.2 + 71 6 58 1.9 62 3 0.0 -11.6 26.1 6.89 6.25 "" 5.01 116 1.4 MESSIER081 1.7 1.9
HSC-10 12 42 31.4 + 31 58 9 0.3 0.71 0.06 > 23.0 19.6 "" "" 15.4 * > 18.0 "" -1 Tr L "" 7.05 SBF 12 42 31.4 + 31 58 9 0.61 51 "" 0.0 -9.7 25.6 6.83 "" < 6.83 "" 1.1 NGC4631 1.2 1.41
HSC-5 12 43 44.6 + 32 32 4 0.35 0.65 0.07 > 23.0 19.0 "" "" 14.8 * "" "" "" -1 Sph L "" 11.0 SBF 12 43 44.6 + 32 32 4 1.13 57 "" 0.0 -11.3 25.3 7.46 "" "" "" "" -0.9 NGC4414 -0.4 -0.15
HSC-9 12 40 53.0 + 32 16 56 0.46 0.59 0.05 > 23.0 19.0 "" "" 14.9 * > 18.0 "" -1 Tr L "" 7.05 SBF 12 40 53.0 + 32 16 56 0.93 63 "" 0.0 -10.3 25.9 7.07 "" < 6.83 "" 1.1 NGC4631 1.2 1.41
Halogas 2 27 20.0 + 33 57 30 0.43 0.75 0.33 "" 20.0 18.0 "" 20.9 15.3 * "" 16.9 21 10 Ir L 648 9.55 mem 2 27 20.0 + 33 57 30 1.26 47 3 0.0 -12.2 24.6 7.14 6.24 "" 7.53 834 2.8 NGC0925 2.8 1.05
Hercules 16 31 3.6 + 12 47 24 13.5 0.33 0.26 > 23.0 15.0 "" "" 10.7 * > 19.9 11 -3 Sph X 45 0.15 HB 16 31 3.6 + 12 47 24 0.6 90 3 0.0 -6.1 29.1 5.39 5.64 < 2.72 141 2.1 "Milky Way" 2.2 1.73
HolmI 9 40 32.3 + 71 11 11 4.57 0.81 0.21 "" 15.0 13.6 "" 17.5 11.2 "" "" 13.7 29 10 Ir N 139 4.02 TRGB 9 40 32.3 + 71 11 11 5.54 40 12 0.0 -14.6 25.4 8.05 7.97 "" 8.05 291 1.3 MESSIER081 1.5 1.89
HolmII 8 19 4.0 + 70 42 51 8.91 0.86 0.14 "" 12.6 11.1 "" 14.5 8.0 "" "" 12.0 64 9 Im N 157 3.47 TRGB 8 19 4.0 + 70 42 51 9.21 34 49 0.02 -16.8 24.4 9.2 9.41 "" 8.63 311 0.7 MESSIER081 1.0 1.91
HolmIV 13 54 45.1 + 53 54 17 4.07 0.3 0.06 "" "" 13.8 "" 17.4 11.0 "" "" 14.2 78 8 "" "" 140 7.24 TRGB 13 54 45.1 + 53 54 17 8.29 74 35 0.0 -15.6 25.3 8.62 9.08 "" 8.36 272 1.2 MESSIER101 1.3 1.55
HolmIX 9 57 32.4 + 69 2 35 2.63 0.8 0.35 "" 15.6 14.5 "" 19.0 11.9 * "" 12.6 50 10 Ir N 50 3.85 TRGB 9 57 32.4 + 69 2 35 3.15 41 31 0.0 -13.8 25.1 7.75 8.56 "" 8.45 192 2.8 NGC3077 2.9 1.89
"Horologium 1" 2 55 31.7 - 54 7 8 2.6 0.7 0.05 "" "" 16.8 "" "" 12.7 * > 17.8 12 -3 Sph X 113 0.08 HB 2 55 31.7 - 54 7 8 0.06 58 3 0.0 -2.8 27.5 4.05 4.79 < 3.03 -51 2.9 "Milky Way" 3.2 1.75
"Horologium 2" 3 16 32.1 - 50 1 5 4.2 0.48 0.07 "" "" 17.5 "" "" 13.3 * "" "" "" -3 Sph X "" 0.08 HB 3 16 32.1 - 50 1 5 0.09 90 "" 0.0 -2.0 29.2 3.76 "" "" "" "" 2.9 "Milky Way" 3.2 1.75
"Hydra II" 12 21 42.1 - 31 59 7 3.4 0.99 0.22 > 23.0 16.8 "" "" 12.5 * > 20.7 "" -2 Sph X 303 0.13 CMD 12 21 42.1 - 31 59 7 0.14 9 "" 0.0 -4.1 28.0 4.58 "" < 2.31 41 2.2 "Milky Way" 2.3 1.73
"Hydrus 1 dw" 2 29 33.4 - 78 41 28 14.8 0.79 0.33 "" "" 13.7 "" "" 9.3 * "" "" 6 -2 Sph X 80 0.03 HB 2 29 33.4 - 78 41 28 0.13 44 4 0.0 -3.8 28.0 4.48 5.28 "" "" -136 4.4 "Milky Way" 4.4 1.75
"IC 779" 12 19 38.7 + 29 53 0 1.32 0.86 0.08 "" 21.5 15.2 "" "" 11.8 "" "" "" "" -1 dE N 213 16.67 SBF 12 19 38.7 + 29 53 0 6.47 34 "" 0.0 -16.0 24.4 9.04 "" "" "" 187 0.7 PGC39764 0.7 1.77
IC0010 0 20 24.5 + 59 17 30 6.76 0.87 3.65 "" "" 11.8 "" 13.7 6.5 "" "" 9.9 62 10 Ir N -346 0.79 TRGB 0 20 24.5 + 59 17 30 3.42 33 49 0.02 -16.4 22.6 8.63 8.98 "" 8.16 -62 1.6 MESSIER031 1.6 1.75
IC0342 3 46 48.9 + 68 5 45 21.38 0.91 2.41 "" 12.8 9.4 < 13.4 4.6 "" "" 8.0 181 6 "" "" 29 3.28 Cep 3 46 48.9 + 68 5 45 34.25 25 189 0.07 -20.7 23.3 10.6 11.15 "" 10.16 244 -0.1 NGC1569 0.3 0.52
IC0559 9 44 43.9 + 9 36 55 1.32 0.74 0.12 "" 16.7 15.0 "" 19.0 12.5 * "" 15.7 67 9 BCD N 541 9.4 TF 9 44 43.9 + 9 36 55 3.66 48 39 0.0 -15.0 24.1 8.25 8.81 "" 8.0 370 -1.1 NGC2903 -0.7 -3.29
IC1613 1 4 47.8 + 2 8 0 19.05 0.9 0.11 "" 11.6 9.9 "" 14.1 7.4 * "" 10.7 27 10 Ir N -232 0.76 TRGB 1 4 47.8 + 2 8 0 4.27 29 13 0.0 -14.6 24.8 8.1 7.9 "" 7.8 -89 0.6 MESSIER031 0.8 1.75
IC1727 1 47 30.1 + 27 19 52 6.92 0.36 0.34 "" 14.1 12.1 "" 16.2 9.0 * "" 12.9 129 8 "" "" 336 7.45 TRGB 1 47 30.1 + 27 19 52 15.49 70 60 0.21 -17.8 24.4 9.49 9.8 "" 8.9 533 0.4 NGC0672 0.4 0.4
IC1959 3 33 11.8 - 50 24 38 4.07 0.23 0.05 "" 14.5 13.2 "" 16.4 11.0 "" "" 13.8 128 8 "" "" 640 6.19 TRGB 3 33 11.8 - 50 24 38 7.0 79 57 0.26 -16.1 24.5 8.49 9.42 "" 8.38 465 -1.5 NGC1291 -1.1 -0.19
IC2038 4 8 54.1 - 55 59 32 2.09 0.24 0.05 "" 17.2 15.0 "" "" 12.0 "" "" 14.2 92 7 "" "" 712 19.2 TF 4 8 54.1 - 55 59 32 11.14 79 41 0.03 -16.5 25.0 9.08 9.33 "" 9.2 505 1.9 NGC1533 1.9 1.66
IC2171 6 44 27.3 - 17 55 57 1.91 0.21 1.79 "" "" 15.2 "" 17.7 10.8 * "" 14.9 107 8 "" "" 789 9.9 TF 6 44 27.3 - 17 55 57 7.59 81 47 0.14 -16.7 24.0 9.05 9.29 "" 8.38 572 1.6 NGC2283 1.6 0.62
IC2233 8 13 58.9 + 45 44 32 4.9 0.11 0.22 "" 14.9 13.1 < 16.6 10.8 "" "" 13.5 178 7 "" "" 557 12.2 TF 8 13 58.9 + 45 44 32 16.69 90 78 0.73 -18.3 24.1 9.22 10.07 "" 9.12 586 2.6 NGC2537 2.6 0.87
IC2574 10 28 22.4 + 68 24 58 13.18 0.41 0.16 "" 12.4 11.5 "" 14.4 8.6 * "" 11.2 107 8 "" "" 43 3.93 TRGB 10 28 22.4 + 68 24 58 15.04 67 51 0.11 -16.8 25.4 9.06 9.65 "" 9.04 183 1.5 MESSIER081 1.7 1.9
IC2684 11 17 1.0 + 13 5 59 0.81 0.75 0.12 "" 19.3 16.2 "" "" 13.7 * "" 18.0 25 10 Tr N 588 10.3 mem 11 17 1.0 + 13 5 59 2.47 47 5 0.0 -14.0 24.2 7.87 6.78 "" 7.16 451 1.7 NGC3628 1.7 2.13
IC2782 11 22 55.3 + 13 26 29 1.21 0.91 0.09 "" 22.5 15.0 "" "" 13.1 "" "" "" "" -2 dE N 852 10.46 SBF 11 22 55.3 + 13 26 29 3.75 28 "" 0.0 -15.1 24.0 8.12 "" "" "" 719 2.6 NGC3628 2.6 2.13
IC2787 11 23 19.1 + 13 37 47 1.07 0.93 0.12 "" "" 15.3 > 25.4 12.9 * "" 17.7 49 9 BCD N 708 11.06 SBF 11 23 19.1 + 13 37 47 3.53 24 50 0.01 -15.0 24.0 8.26 9.01 "" 7.33 576 2.2 NGC3627 2.2 2.2
IC2791 11 23 37.6 + 12 53 45 0.58 0.68 0.11 "" 20.0 17.1 "" "" 14.6 * "" 19.2 22 9 Im N 666 9.95 SBF 11 23 37.6 + 12 53 45 1.68 54 3 0.0 -13.0 24.4 7.47 6.27 "" 6.67 530 0.7 NGC3628 0.8 1.84
IC2992 12 5 15.9 + 30 51 20 0.83 0.83 0.09 "" 16.7 15.0 "" 18.8 12.4 "" "" 17.0 46 9 BCD N 599 12.7 TF 12 5 15.9 + 30 51 20 3.11 38 30 0.0 -15.6 23.2 8.55 8.52 "" 7.73 570 -0.1 NGC4274 0.2 1.72
IC3023 12 10 1.7 + 14 22 1 1.1 0.71 0.16 "" 16.8 16.0 "" "" 13.5 * "" 16.3 44 10 Ir N 817 17.0 TRGB 12 10 1.7 + 14 22 1 5.54 51 23 0.0 -15.3 24.7 8.37 8.52 "" 8.26 710 -0.2 NGC4262 0.2 1.28
IC3077 12 15 56.3 + 14 25 59 1.78 0.64 0.14 "" 20.3 15.0 "" 20.9 12.7 "" "" 18.2 51 9 BCD N 1406 9.1 TF 12 15 56.3 + 14 25 59 4.77 58 25 0.0 -14.9 24.8 8.16 8.54 "" 6.97 1303 0.1 NGC4382 0.4 1.7
IC3104 12 18 46.1 - 79 43 34 3.72 0.47 1.7 "" "" 13.7 "" 17.4 9.3 "" "" 15.4 40 9 Im N 429 2.36 TRGB 12 18 46.1 - 79 43 34 3.57 76 16 0.0 -14.9 24.2 8.41 8.01 "" 6.94 170 -1.1 NGC4945 -0.6 -2.24
IC3247 12 23 14.0 + 28 53 38 2.34 0.17 0.1 "" 18.2 15.3 "" "" 12.1 "" "" 16.5 157 7 "" "" 569 24.4 TF 12 23 14.0 + 28 53 38 15.84 86 69 0.48 -17.3 25.1 9.26 9.94 "" 8.52 539 -2.1 NGC4321 -1.6 ""
IC3308 12 25 17.9 + 26 42 53 1.55 0.26 0.1 "" "" 15.4 "" 19.1 12.5 * "" 14.9 125 8 "" "" 316 12.8 TF 12 25 17.9 + 26 42 53 5.58 77 56 0.23 -15.5 24.6 8.53 9.31 "" 8.57 277 -0.1 NGC4314 0.3 1.74
IC3341 12 26 23.4 + 27 44 44 0.68 0.56 0.08 "" "" 16.4 "" "" 14.0 * "" 16.8 65 9 Im N 372 11.64 TRGB 12 26 23.4 + 27 44 44 2.28 66 31 0.0 -14.0 24.1 7.86 8.4 "" 7.76 338 0.1 NGC4274 0.4 1.56
IC3583 12 36 43.5 + 13 15 34 2.88 0.52 0.19 "" 15.4 13.5 "" 17.9 11.2 "" "" 15.7 105 9 Im N 1120 9.51 TRGB 12 36 43.5 + 13 15 34 8.1 70 48 0.07 -16.7 24.2 8.8 9.34 "" 8.02 1024 0.7 NGC4435 0.8 1.53
IC3591 12 37 3.0 + 6 55 36 1.29 0.6 0.1 "" 16.1 14.4 "" 16.8 11.6 "" "" 15.2 86 9 BCD N 1632 9.8 TF 12 37 3.0 + 6 55 36 3.68 62 42 0.02 -15.7 23.4 8.66 8.88 "" 8.24 1507 -0.4 NGC4457 0.2 1.58
IC3687 12 42 15.1 + 38 30 7 5.13 0.88 0.09 "" 14.8 13.8 "" 16.9 11.1 "" "" 14.4 36 10 Ir N 350 4.57 TRGB 12 42 15.1 + 38 30 7 6.92 32 24 0.0 -14.6 25.9 8.19 8.68 "" 7.9 377 1.2 NGC4736 1.2 1.44
IC3718 12 44 46.0 + 12 21 5 2.57 0.3 0.13 "" 18.4 14.0 > 19.9 11.9 "" "" 17.2 71 8 "" "" 849 6.8 TF 12 44 46.0 + 12 21 5 4.98 74 32 0.0 -15.3 24.5 8.22 8.77 "" 7.13 754 -1.2 NGC4382 -0.7 0.44
IC3840 12 51 46.1 + 21 44 7 0.95 0.48 0.17 "" 17.7 16.2 "" 20.4 13.7 * "" 16.5 33 10 Ir N 557 5.97 TRGB 12 51 46.1 + 21 44 7 1.67 75 11 0.0 -12.9 24.5 7.41 7.4 "" 7.28 510 -1.1 NGC4826 -0.7 -0.44
IC4182 13 5 49.3 + 37 36 21 6.61 0.92 0.06 "" 13.5 12.0 "" 16.0 9.7 "" "" 13.3 35 8 "" "" 321 4.35 TRGB 13 5 49.3 + 37 36 21 8.43 23 31 0.0 -16.2 24.7 8.7 8.97 "" 8.29 357 1.0 NGC4736 1.0 1.43
IC4247 13 26 44.4 - 30 21 45 1.66 0.38 0.27 "" 16.5 14.4 "" 19.5 11.3 "" "" 15.4 33 10 Ir N 420 5.18 TRGB 13 26 44.4 - 30 21 45 2.55 90 11 0.0 -14.4 23.9 8.25 7.55 "" 7.59 200 1.3 NGC5236 1.3 1.64
IC4316 13 40 18.1 - 28 53 40 2.04 0.63 0.24 "" 16.6 14.0 "" 18.7 11.0 "" "" 16.4 22 10 Ir N 576 4.35 TRGB 13 40 18.1 - 28 53 40 2.67 59 3 0.0 -14.4 24.1 8.21 6.42 "" 7.04 369 0.6 NGC5236 0.7 1.65
IC4662 17 47 6.3 - 64 38 25 2.82 0.57 0.3 "" 13.0 11.7 "" 13.8 8.5 "" "" 12.3 86 9 BCD N 302 2.55 TRGB 17 47 6.3 - 64 38 25 2.18 65 41 0.02 -15.6 22.4 8.72 8.64 "" 8.24 139 -1.2 NGC5128 -0.7 ""
IC4710 18 28 38.0 - 66 58 56 3.72 0.78 0.38 "" 14.2 12.5 "" 15.5 9.6 * "" 13.7 46 8 "" "" 739 7.38 TRGB 18 28 38.0 - 66 58 56 8.57 39 29 0.0 -17.2 23.8 9.24 8.93 "" 8.6 580 -1.0 NGC6684 -0.7 -1.4
IC4870 19 37 37.6 - 65 48 43 1.74 0.56 0.49 "" 15.5 14.5 "" 17.0 12.1 "" "" 13.9 78 9 BCD N 877 8.51 TRGB 19 37 37.6 - 65 48 43 4.67 66 37 0.0 -15.6 24.0 8.34 8.87 "" 8.62 740 -0.2 NGC6744 0.1 1.14
IC4951 20 9 31.8 - 61 51 2 3.24 0.18 0.17 "" 15.5 14.0 "" 17.5 11.0 * "" 13.9 122 8 "" "" 814 9.19 TRGB 20 9 31.8 - 61 51 2 8.38 83 53 0.25 -16.3 24.7 8.86 9.44 "" 8.69 701 "" "" "" ""
IC5052 20 52 6.2 - 69 12 14 8.13 0.14 0.22 "" 14.4 11.7 "" 15.8 8.9 "" "" 12.5 174 7 "" "" 584 5.5 TRGB 20 52 6.2 - 69 12 14 12.6 90 76 0.63 -17.9 23.9 9.27 9.93 "" 8.81 440 -1.8 CIRCINUS -1.3 ""
IC5152 22 2 41.9 - 51 17 43 7.08 0.62 0.11 "" 12.5 11.0 "" 15.9 8.0 "" "" 12.3 85 9 BCD N 122 1.96 TRGB 22 2 41.9 - 51 17 43 4.05 60 43 0.02 -15.6 23.8 8.71 8.94 "" 8.01 73 -1.2 NGC0253 -0.6 0.24
IC5201 22 20 57.4 - 46 2 3 8.71 0.46 0.05 "" 13.3 11.3 "" 15.4 8.0 "" "" 11.8 185 6 "" "" 914 10.76 TRGB 22 20 57.4 - 46 2 3 26.71 64 90 0.31 -19.2 24.2 10.19 10.4 "" 9.68 892 "" "" "" ""
IC5332 23 34 27.5 - 36 6 6 8.32 0.87 0.07 "" 12.6 11.0 "" 14.6 8.7 "" "" 12.3 102 7 "" "" 701 9.01 TRGB 23 34 27.5 - 36 6 6 22.01 30 89 0.05 -18.9 24.1 9.74 10.3 "" 9.31 716 -1.8 NGC7713 -1.4 -2.63
IKN 10 8 5.9 + 68 23 57 2.69 0.85 0.26 > 23.0 14.5 "" 24.1 10.1 * > 18.2 "" -3 Sph X -140 3.75 TRGB 10 8 5.9 + 68 23 57 3.15 39 "" 0.0 -13.7 25.1 8.42 "" < 6.2 -1 3.0 MESSIER081 3.0 1.89
JKB129 0 20 41.4 + 8 37 1 0.66 0.46 0.5 "" 19.0 17.4 "" 21.0 14.6 * "" 16.6 32 10 Ir N 692 8.9 TF 0 20 41.4 + 8 37 1 1.85 78 10 0.0 -12.9 24.8 7.39 7.37 "" 7.59 889 -2.0 NGC0628 -1.6 ""
JKB142 1 45 48.2 + 16 22 41 0.43 0.58 0.19 "" 19.5 18.4 "" 19.3 15.9 * "" 16.8 38 10 Ir N 722 10.5 BTF 1 45 48.2 + 16 22 41 1.34 64 16 0.0 -11.9 25.1 7.01 7.59 "" 7.65 887 0.5 NGC0628 0.5 1.35
JKB83 9 55 49.6 + 69 19 57 0.13 0.74 0.3 "" 21.0 19.7 "" 20.5 17.1 * "" "" "" 10 Ir N 56 3.7 mem 9 55 49.6 + 69 19 57 0.15 48 "" 0.0 -8.4 23.7 5.63 "" "" "" 198 5.3 MESSIER081 5.3 1.91
KDG002 0 49 21.1 - 18 4 28 1.23 0.92 0.1 "" 19.5 16.4 > 25.9 13.9 * "" 18.6 26 10 Tr L 224 3.56 TRGB 0 49 21.1 - 18 4 28 1.3 26 11 0.0 -11.5 25.4 6.85 7.26 "" 5.99 290 1.0 NGC0253 1.1 1.74
KDG010 1 43 41.4 + 15 41 23 1.45 0.67 0.32 "" 19.8 16.1 "" 20.0 13.5 * "" 16.0 32 10 Ir L 789 8.64 SBF 1 43 41.4 + 15 41 23 3.83 55 13 0.0 -13.9 25.3 7.81 7.85 "" 7.8 953 -1.0 NGC0628 -0.7 -0.53
KDG052 8 23 56.0 + 71 1 46 1.26 0.92 0.09 "" 17.5 16.4 "" 24.6 13.6 "" "" 15.9 21 10 Ir L 116 3.42 TRGB 8 23 56.0 + 71 1 46 0.49 26 6 0.0 -11.4 23.3 6.93 6.28 "" 7.02 271 2.0 HolmII 2.0 1.91
KDG056 9 30 12.9 + 19 59 30 0.68 0.8 0.19 "" 19.6 17.0 "" 24.7 14.5 * "" 17.6 25 10 Ir L 561 9.04 SBF 9 30 12.9 + 19 59 30 1.84 41 4 0.0 -13.0 24.7 7.44 6.57 "" 7.19 441 1.4 NGC2903 1.4 1.57
KDG058 9 40 27.0 + 0 2 33 0.66 0.78 0.25 "" 20.0 17.2 "" 24.8 14.6 * "" 17.3 28 10 Ir L 1887 22.93 h 9 40 27.0 + 0 2 33 4.61 44 10 0.0 -14.9 24.8 8.19 7.73 "" 8.13 1674 -2.7 NGC2775 -2.2 ""
KDG061 9 57 2.7 + 68 35 30 1.41 0.58 0.31 "" 22.4 15.2 > 23.5 10.9 * "" "" "" -1 Sph N 221 3.66 TRGB 9 57 2.7 + 68 35 30 1.58 64 "" 0.0 -12.9 24.4 8.11 "" "" "" 360 4.0 MESSIER081 4.0 1.91
KDG063 10 5 7.3 + 66 33 18 1.91 0.88 0.41 > 23.0 15.4 "" 22.2 11.0 * "" 16.3 19 -3 Tr L -129 3.65 TRGB 10 5 7.3 + 66 33 18 2.27 34 4 0.0 -12.8 25.3 8.06 6.72 "" 6.95 0 2.2 MESSIER081 2.4 1.91
KDG064 10 7 1.9 + 67 49 39 1.95 0.47 0.25 "" 24.1 15.5 "" 22.9 11.2 * "" "" "" -3 Tr L -15 3.75 TRGB 10 7 1.9 + 67 49 39 2.22 90 "" 0.0 -12.6 25.5 7.99 "" "" "" 121 2.8 MESSIER081 2.9 1.89
KDG065 10 5 34.4 - 7 44 57 1.07 0.69 0.03 "" 23.2 16.4 "" "" 12.2 * "" "" "" -3 Sph L 721 9.7 mem 10 5 34.4 - 7 44 57 3.01 59 "" 0.0 -13.6 25.1 8.39 "" "" "" 479 4.9 NGC3115 4.9 1.72
KDG073 10 52 57.1 + 69 32 45 1.2 0.83 0.01 "" 18.8 17.1 "" 23.6 14.7 * "" 17.4 18 10 Ir L 116 3.91 TRGB 10 52 57.1 + 69 32 45 1.36 38 4 0.0 -10.9 26.1 6.6 6.42 "" 6.56 263 1.2 MESSIER081 1.4 1.9
KDG078 11 29 54.0 + 52 24 14 0.74 0.71 0.07 > 23.0 16.7 > 24.7 12.5 * "" 18.7 26 -1 Tr N 575 9.9 mem 11 29 54.0 + 52 24 14 2.14 51 7 0.0 -13.4 24.6 8.29 7.03 "" 6.83 644 0.0 NGC3556 0.2 1.32
KDG082 11 55 39.4 + 31 31 10 1.91 0.64 0.09 "" 17.8 14.8 "" 19.4 12.1 * "" 16.7 100 8 "" "" 590 16.6 TF 11 55 39.4 + 31 31 10 9.22 51 56 0.08 -16.4 24.7 8.92 9.53 "" 8.08 560 -0.7 PGC39764 -0.4 -0.66
KDG090 12 14 57.9 + 36 13 8 1.55 0.87 0.09 > 23.0 15.9 "" 24.0 11.7 * "" "" "" -2 Tr L "" 2.98 TRGB 12 14 57.9 + 36 13 8 1.37 34 "" 0.0 -11.6 25.4 7.59 "" "" "" "" 1.4 NGC4163 1.6 -0.11
KDG098 12 18 29.4 + 28 38 45 0.76 0.93 0.1 "" 22.2 16.5 "" "" 12.3 * "" "" "" -1 Tr N "" 9.0 txt 12 18 29.4 + 28 38 45 2.02 24 "" 0.0 -13.4 24.5 8.3 "" "" "" "" 0.5 NGC4448 0.7 1.55
KDG101 12 19 9.1 + 47 5 23 1.29 0.59 0.08 "" 22.7 15.8 "" 23.0 11.6 * "" "" "" -1 Tr N 132 7.28 TRGB 12 19 9.1 + 47 5 23 2.72 63 "" 0.0 -13.6 24.8 8.41 "" "" "" 190 1.2 NGC4258 1.3 1.7
KDG104 12 21 27.9 + 15 1 28 0.81 0.67 0.14 "" 20.5 16.6 "" "" 14.1 * "" 18.0 24 10 Ir L 1861 9.4 TF 12 21 27.9 + 15 1 28 2.25 55 3 0.0 -13.4 24.7 7.61 6.39 "" 7.06 1764 0.4 NGC4435 0.6 1.75
KDG105 12 21 43.0 + 37 59 14 0.83 0.59 0.08 "" 19.8 16.7 "" "" 14.3 * "" 16.9 40 10 Ir L 567 7.6 TF 12 21 43.0 + 37 59 14 1.83 63 17 0.0 -12.8 24.8 7.37 7.78 "" 7.35 582 -0.3 NGC4258 0.1 1.34
KDG155 12 33 8.0 - 0 31 59 1.2 0.74 0.1 "" 20.5 16.4 "" "" 14.0 * "" 16.2 43 10 Ir L 750 8.11 BTF 12 33 8.0 - 0 31 59 2.86 48 23 0.0 -13.3 25.4 7.55 8.26 "" 7.65 592 1.0 NGC4517 1.1 1.12
