"","logSFR_total","ID","logM_total","M_total","logSFR_pred","logSFR_pred_sigma","t_sf","t_sf_sigma","tau","tau_sigma","A","A_sigma","x","x_sigma","diff","flag"
"1",-0.0659999996423721,1,10.7721996307373,59183361790.124,-0.0485285162038556,0.10096214387646,10.8227039385185,2.05867309237051,1.98839646185185,0.491197043577698,79133865466.6667,1078930739.62076,5.53696369888889,0.461602323685712,0.0174714834385165,"Keep"
"2",-1.38900005817413,2,8.24479961395264,175711268.46848,-1.39994339188889,0.0967352369145707,8.61190281925926,1.93469281785306,12.1289490355556,4.99039043957834,1537135018.74074,888429868.666134,0.860667681962963,0.433901147187045,-0.0109433337147555,"Keep"
"3",-3.24823872522798,3,6.03381385238372,1080970.52561625,-3.26394941518519,0.0996311840109223,4.44496883296296,1.0260671630841,11.6357177025926,5.15921799900058,28796442.9118519,21897888.2899777,0.497785467481482,0.320845395285917,-0.0157106899572059,"Keep"
"4",-1.51057887136899,4,8.77381385238372,594037487.261491,-1.4786200437037,0.102681839672079,10.762972442963,2.29290185251923,3.3901811,1.22966024736621,934142023.888889,108971486.536325,3.38389449425926,0.628930075149299,0.0319588276652853,"Keep"
"5",-1.98018926331852,5,10.3303003311157,21394410827.5388,-1.96746737740741,0.0999348661274603,12.1188282362963,1.04130003421883,1.21844641814815,0.119894824045468,27826025518.5185,215789703.653206,9.96183408259259,0.296543088253534,0.0127218859111131,"Keep"
"6",-3.659,6,10.5874004364014,38672338671.8673,-3.11670203925926,0.0247414248741025,13.7551748962963,0.0436989384742388,1.00353866555556,0.00345997688099739,50200921533.3333,390101599.647264,13.7068321518519,0.0636550455548125,0.542297960740741,"Keep"
"7",-2.98099994659424,7,7.90381385238372,80133452.1183765,-2.96500118407407,0.100597816972932,10.8424485437037,2.03756165845875,1.93220183555556,0.466429783411906,106752238.444444,1317347.22094843,5.70057968444444,0.45201876589082,0.0159987625201641,"Keep"
"8",-2.33851383344551,8,7.09381385238372,12411202.2371769,-2.35333458037037,0.0989511961791474,5.95927482555556,1.37847699753591,11.8630999407407,5.1333932623772,198905446.011111,137090029.126499,0.635823008518518,0.372392934135022,-0.0148207469248574,"Keep"
"9",-1.4190000295639,9,9.59720039367676,3955490936.10461,-1.40351254962963,0.101638190736572,10.9177762962963,1.93733598207264,1.80175910555556,0.403242667837824,5228229284.44444,51495724.5341501,6.13567651777778,0.430136597392917,0.0154874799342741,"Keep"
"10",0.321000009775162,10,10.4057998657227,25456568768.5041,0.374338381665074,0.106132630911336,11.0804492418519,2.2351986370984,5.63737194481481,2.98646522365693,57691825374.0741,26266377134.6217,2.31561438648148,0.734278863847576,0.0533383718899123,"Keep"
"11",-2.042,11,7.67381385238372,47186074.8616468,-2.04345171259259,0.090177097184716,9.70925061666667,2.04994199944973,11.9945926077778,4.94304850847764,331546785.033333,177932934.20607,0.974821422851852,0.465666520284026,-0.0014517125925928,"Keep"
"12",0.481000006198883,12,10.8417997360229,69470389848.8121,0.508966631911111,0.101064949374627,10.7219380085185,2.29962635292104,3.02600007111111,1.01927377929589,103779156277.778,7866239775.91757,3.72719539740741,0.599440512380961,0.0279666257122281,"Keep"
"13",-3.482261095415,13,6.6556136837741,4524948.94864639,-3.43757371074074,0.105813434880895,10.9934150948148,2.26628239134127,4.73341704703704,2.25126579061006,8790397.30555556,2887082.27410464,2.62854541722222,0.709086421904744,0.0446873846742544,"Keep"
"14",-3.47,15,9.46759986877441,2934944335.45252,-3.45410396814815,0.0982415655505939,12.8062592555556,0.601248450173282,1.09944646037037,0.0583556768957792,3815499410.37037,29129812.1009351,11.6544298777778,0.268300471258298,0.0158960318518515,"Keep"
"15",-1.06700003147125,16,9.47999954223633,3019948537.25437,-1.04560005151852,0.102017824279184,10.7270380666667,2.1932121815516,2.46789273407407,0.716504278215546,4215494565.18518,144362067.700739,4.48289543666667,0.534915817922697,0.021399979952734,"Keep"
"16",-2.966,17,6.85381385238372,7141901.43763987,-2.94267834444444,0.0841728074964916,10.7513494285185,2.05894851694064,11.28486035,4.92589454839317,39106951.3259259,20530550.8281004,1.16312015911111,0.54386127940927,0.0233216555555553,"Keep"
"17",-2.831261095415,18,6.97381385238372,9414859.69627443,-2.81183264888889,0.0853586713055929,10.6469084844444,2.04334011617253,11.47567629,4.91461155815299,53665845.4888889,28049641.3825308,1.12643158962963,0.525822542948602,0.0194284465261072,"Keep"
"18",-2.68799996376038,19,7.81381385238372,65134915.2473911,-2.66389609851852,0.10255427546687,10.7473414174074,2.22661652596367,2.58813283888889,0.772771874634785,92061145.0518519,3737738.63391943,4.29705839,0.54815177825072,0.0241038652418575,"Keep"
"19",-2.028,20,8.67381385238372,471860748.616468,-2.00871989518519,0.100464122258067,10.7544550144444,2.13137012884124,2.17339543259259,0.576630169776032,640271001.851852,12582995.0027381,5.05846238592593,0.489644621236608,0.0192801048148148,"Keep"
"20",-2.02064425157622,21,6.58381385238372,3835428.15855502,-2.1080701537037,0.065727021912991,1.22909368333333,0.189734575803913,11.4870210766667,5.13406157464193,1154880385.6,905017462.164503,0.149035298811111,0.121434622604206,-0.0874259021274795,"Keep"
"21",-1.46099996566772,22,8.28559970855713,193018843.233871,-1.45549665962963,0.0887074171140583,10.0633799681481,2.06958958817069,11.8832163962963,4.93042066163803,1262784194.22222,664837557.824988,1.01979192859259,0.480569250052961,0.0055033060380949,"Keep"
"22",-2.441,23,6.46381385238372,2909469.79171532,-2.46103112777778,0.0990554526281364,2.04967464518519,0.463416663375112,11.1368070785185,5.27593388900739,319574229.621481,283150305.068553,0.260180960940741,0.206585399742278,-0.020031127777778,"Keep"
"23",-1.30710768897061,24,9.07260036468506,1181953428.32777,-1.27999951574074,0.102350119345102,10.7438287292593,2.26552404123416,2.96068259259259,0.968944343493797,1749344223.33333,120218695.073227,3.80308576333333,0.588158372634962,0.0271081732298672,"Keep"
"24",-2.42651634028332,25,7.80381385238372,63652263.5635527,-2.39107019296296,0.10267144382729,10.8241954392593,2.287646194278,3.74795841074074,1.4717084604082,105553034.366667,17691253.6958843,3.12332504092593,0.652614939907217,0.0354461473203571,"Keep"
"25",-2.03121659325925,26,8.73639965057373,545003950.840279,-2.01258479518519,0.10110576926669,10.7516310281481,2.11780114933139,2.07087298481481,0.537559639314725,733622217.259259,11929987.8146546,5.29652945703704,0.480643537253196,0.018631798074062,"Keep"
"26",-0.305677751964585,27,10.7735004425049,59360895302.228,-0.290750252541804,0.100447766523573,10.9539061288889,1.91029347583293,1.74647135259259,0.379130163982349,78247817766.6667,711782181.062297,6.34210580666667,0.415008960405616,0.0149274994227815,"Keep"
"27",-2.595,28,6.88381385238372,7652685.26653532,-2.60998209037037,0.098751791212313,6.52259219481481,1.49462100168746,11.9212300185185,5.05371020977278,105293263.751852,69458618.5550332,0.680175713814815,0.376095285049016,-0.0149820903703706,"Keep"
"28",-5.906,29,6.45381385238372,2843242.17371076,-5.89459182444444,0.101772338881827,12.1618937325926,1.01042519680241,1.20563509962963,0.114769887299691,3697901.60407407,28474.0051348958,10.1027023107407,0.299531282000582,0.0114081755555553,"Keep"
"29",-6.42271237130648,30,4.78381385238372,60787.4397866753,-6.4096496637037,0.0996104455769081,11.0481025725926,1.82270028121945,1.6515281262963,0.334752192896043,79786.9529814815,662.336916029295,6.75067567888889,0.396169904240133,0.0130627076027787,"Keep"
"30",-2.48499989509583,31,7.13381385238372,13608612.640988,-2.49667434296296,0.0976392151796195,8.38693302481481,1.9220188478175,12.0613158925926,5.03897019551654,123337955.874074,73056160.4058675,0.847543834259259,0.431993650686861,-0.0116744478671378,"Keep"
"31",-3.47,32,6.42381385238372,2653467.98682295,-3.42587885074074,0.0868636833154275,11.1349541677778,2.0487613314505,10.0706155666667,4.77807098608908,11802465.8962963,6344080.29020665,1.36748875055556,0.616241294651552,0.0441211492592588,"Keep"
"32",0.34400001168251,35,10.250599861145,17807373223.5624,0.390899101092593,0.0883027177986753,11.1776235933333,2.07216539807906,9.82805288851852,4.74633308242775,76272752300,41293311502.9539,1.41272818403704,0.63633864562458,0.0468990894100822,"Keep"
"33",-2.45099997520447,36,8.06381385238372,115828078.659066,-2.42922777481481,0.101249680122702,10.7216801844444,2.21974236821322,2.54057229111111,0.751226109257361,162956621.407407,6152293.92336124,4.36043549148148,0.53888285231361,0.0217722003896528,"Keep"
"34",-3.75118926331852,37,6.80381385238372,6365226.35635527,-3.73039676925926,0.100119521521339,10.7174343281481,2.21210423027682,2.44467953481481,0.70804822058848,8864181.97592593,286274.191436499,4.51794573962963,0.527833296351076,0.0207924940592612,"Keep"
"35",-0.354000002145767,38,10.1787996292114,15093836079.8457,-0.333084705837407,0.100077685391655,10.6850582640741,2.20651706217664,2.48554603148148,0.729901414030225,21126315244.4444,740266692.607808,4.43783393037037,0.536460786266223,0.0209152963083598,"Keep"
"36",-2.30549443529269,39,7.70381385238372,50560790.1526415,-2.24800752148148,0.100390187045494,11.219589907037,2.16352581178238,7.30716416703704,3.95430955044271,149230913.062963,80698256.1919174,1.88869086492593,0.723960849288192,0.0574869138112071,"Keep"
"37",-0.293000012636185,40,10.0845003128052,12147874954.344,-0.265066733105444,0.10323351165941,10.7285280325926,2.2634137569668,2.96543852814815,0.971650691138922,18000666270.3704,1246918441.68041,3.7931259,0.591378949420513,0.0279332795307403,"Keep"
"38",-2.25968475232612,41,7.65381385238372,45062351.6563252,-2.21034796074074,0.0878959380272933,11.2114679140741,2.03457803745266,9.69496129666667,4.67604757416536,188887250.514815,101949049.021002,1.42834083214815,0.627215356809491,0.0493367915853793,"Keep"
"39",-4.324,42,7.51381385238372,32644787.9853867,-4.31186064962963,0.100801079582081,11.6362862192593,1.3852889496399,1.35237305222222,0.188279635787582,42509378.8888889,327870.157079302,8.63337282444444,0.33003782119832,0.0121393503703704,"Keep"
"40",-1.29799997806549,43,8.61690044403076,413904782.029571,-1.24880060825926,0.0896210211616349,11.1841068503704,2.06362730296708,9.64930366740741,4.74047504660998,1731918479.40741,953076292.428608,1.44286644307407,0.643568168716127,0.0491993698062314,"Keep"
"41",-6.116,44,5.30381385238372,201286.131086172,-6.1033734762963,0.100070444446264,11.2099099851852,1.70293746698592,1.5230070262963,0.277442153919276,263069.726407407,2069.4856266691,7.40853150074074,0.369364620478477,0.0126265237037035,"Keep"
"42",-1.99699997901917,45,9.13739967346191,1372143944.88271,-1.98302243555556,0.101317456592057,10.9716019344444,1.87843402995957,1.69929176481481,0.360520990695017,1804954409.62963,15632132.8761646,6.52392018888889,0.411823112477766,0.0139775434636096,"Keep"
"43",-3.288,46,5.92381385238372,839100.253670218,-3.3051855162963,0.0982983631868563,3.86495465444444,0.87207709228399,11.512655512963,5.16174874595881,28588809.2018519,22508376.4074387,0.444097675603704,0.297926646259908,-0.0171855162962964,"Keep"
"44",-2.79476305675287,47,6.99381385238372,9858568.36386279,-2.77988166407407,0.0859746332586918,10.5093822092593,2.06763065304793,11.6410364833333,4.9389797410449,58467290.3666667,30480069.1542764,1.09366514133333,0.51188768962454,0.0148813926787974,"Keep"
"45",-0.959999978542328,48,9.40880012512207,2563304058.36449,-0.930492040407407,0.102667663525162,10.7449021585185,2.25917693649068,3.00968345148148,0.992098974322479,3818373338.88889,273617190.65483,3.74802430592593,0.594975810893853,0.0295079381349205,"Keep"
"46",-3.19927117829737,49,7.05381385238372,11319150.9697436,-3.16477487407407,0.102846204360456,10.8165518248148,2.28262203476907,3.59535679666667,1.34989016022819,18325850.4962963,2577852.00128075,3.22847645251852,0.637958935388545,0.0344963042233006,"Keep"
"47",-1.80871413659842,50,7.94381385238372,87864583.0294836,-1.80184839740741,0.0883999844409248,10.1248596914815,2.05496834436788,11.8399090718519,4.92373527449803,566513131.222222,298398950.751249,1.02932890218519,0.481535498046085,0.00686573919101119,"Keep"
"48",-4.3321767307074,52,7.32381385238372,21077245.4187047,-4.32086192555556,0.098799106411467,11.4580519685185,1.49736259425455,1.41901865481481,0.218517928219724,27476984.1333333,210639.845761656,8.10915701777778,0.337868789745519,0.0113148051518444,"Keep"
"49",-3.25899371763613,53,6.30381385238372,2012861.31086172,-3.27178462444444,0.0990290067220794,7.59480292925926,1.7524098041572,12.0020788762963,5.02631676815712,21486353.9566667,13410624.450327,0.776795403111111,0.410269894509247,-0.0127909068083176,"Keep"
"50",-3.27208885855089,54,6.37381385238372,2364905.83256382,-3.28144121592593,0.0964097429547676,8.7673081,1.96881849736851,12.1222608637037,5.00453209649587,20073140.6033333,11555787.5091805,0.877731005666667,0.440874029387268,-0.00935235737503737,"Keep"
"51",-2.24427526179416,55,7.98381385238372,96341599.5050415,-2.20802753518519,0.103774835399876,10.8244332822222,2.2702137816635,3.7607212562963,1.4587333823832,160091863.222222,26409275.0339091,3.10917389385185,0.648804417572372,0.0362477266089716,"Keep"
"52",-6.193,56,4.49381385238372,31175.530498286,-6.17411552703704,0.100745717041728,10.7145091618519,2.16554271458737,2.18808595148148,0.594712675626664,42380.1793444444,873.413811629439,5.01253322111111,0.498683648859824,0.0188844729629629,"Keep"
"53",-3.81940536096334,57,6.51381385238372,3264478.79853868,-3.79142288259259,0.101861703338282,10.7185269174074,2.3172746193861,3.13290340111111,1.08476069687816,4950943.68037037,428161.215163477,3.61467732703704,0.610916393701907,0.0279824783707503,"Keep"
"54",-1.67900002002716,58,8.80381385238372,636522635.635528,-1.65501824555556,0.100213474178727,10.6946230344444,2.24307642543657,2.61869032814815,0.797030339177887,903935596.888889,38702094.7001373,4.23309235481481,0.550771743767221,0.0239817744716051,"Keep"
"55",-1.10599994659424,59,8.57320022583008,374283106.86534,-1.11232680907407,0.0939341987179796,9.23807829925926,2.01583951920078,12.1057827466667,4.96410129036253,2899242534.44444,1605517191.13113,0.919104279296296,0.446174832744949,-0.00632686247983583,"Keep"
"56",-2.96167611983921,60,6.92381385238372,8391002.53670218,-2.91998084222222,0.0860994536194565,11.1073764714815,2.05551057080838,10.2377392625926,4.80497688832263,38323077.2518518,20586892.2780907,1.34195169785185,0.610559933910845,0.041695277616987,"Keep"
"57",-2.95383263861416,61,7.22381385238372,16742251.1462901,-2.91323123333333,0.105479651189739,10.8806379192593,2.29573885687495,4.21826106851852,1.84562302861233,29941110.3148148,7321615.93115558,2.85390541188889,0.68740060739068,0.0406014052808246,"Keep"
"58",0.483000010251999,62,10.8879995346069,77267975708.6116,0.508609771222222,0.101311301914824,10.7306362085185,2.26705769572059,2.86463793037037,0.919145548804578,112959236333.333,6803450185.89666,3.91354517962963,0.579061434786141,0.0256097609702233,"Keep"
"59",-5.00996418211651,63,5.34381385238372,220705.853922007,-4.98134296037037,0.101204051518211,10.7314163803704,2.28666973729861,3.05536118296296,1.02061546579321,330930.017777778,24873.2199242842,3.69397658407407,0.597162669253566,0.0286212217461426,"Keep"
"60",-5.04910792537993,64,5.33381385238372,215681.975335421,-5.02144907,0.101998318597787,10.7032886685185,2.29019963788406,2.93679116037037,0.967923502311556,318593.342148148,21130.8659472372,3.82150330407407,0.592594317295188,0.0276588553799275,"Keep"
"61",-2.06749443529269,65,8.27381385238372,187851147.526957,-2.03849010037037,0.10287975480289,10.7522610892593,2.28713390503508,3.11595361814815,1.05584620916507,283881371.592593,23517666.7817729,3.63691307814815,0.604090553985186,0.0290043349223184,"Keep"
"62",-4.98191941664211,66,6.71381385238372,5173850.22473758,-4.96922089777778,0.100210562866128,11.4623482322222,1.4791268396837,1.39953503222222,0.213553197308917,6743294.99185185,51902.007900652,8.22499725555556,0.342551743725948,0.0126985188643349,"Keep"
"63",-2.22499990463257,67,8.32381385238372,210772454.187047,-2.20241969925926,0.100550013729417,10.6982555125926,2.22017289077503,2.45697210814815,0.718221712108062,294017796.851852,9837047.20402235,4.49090319259259,0.532549550460261,0.0225802053733091,"Keep"
"64",-3.68,68,8.69620037078857,496821487.503606,-3.66754312925926,0.100420627374856,12.1919545840741,0.998134520715645,1.20363562407407,0.112328354742323,646133828.666667,4977056.21409837,10.1435142881481,0.293800855023989,0.0124568707407411,"Keep"
